organismo,fecha_acta,fecha_envio-onc,descripcion,ccoo,planilla-adjunta,acto-administrativo
Banco de Inversión y Comercio Exterior,2020-04-14,2020-10-05,Comunicación Oficial enviada por el Banco de Inversión y Comercio Exterior con el detalle del procedimiento CDIRECTA Nº9/2020 y planilla adjunta.,https://www.argentina.gob.ar/sites/default/files/no-2020-66848503-apn-gabice.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-66848503-apn-gabice_9.xlsx,
Banco de Inversión y Comercio Exterior,2020-04-03,2020-10-05,Comunicación Oficial enviada por el Banco de Inversión y Comercio Exterior con el detalle del procedimiento CDIRECTA Nº10/2020 y planilla adjunta.,https://www.argentina.gob.ar/sites/default/files/no-2020-66848503-apn-gabice.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-66848503-apn-gabice_10.xlsx,
Banco de Inversión y Comercio Exterior,2020-04-30,2020-10-05,Comunicación Oficial enviada por el Banco de Inversión y Comercio Exterior con el detalle del procedimiento CDIRECTA Nº11/2020 y planilla adjunta.,https://www.argentina.gob.ar/sites/default/files/no-2020-66848503-apn-gabice.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-66848503-apn-gabice_11.xlsx,
Banco de Inversión y Comercio Exterior,2020-06-18,2020-10-05,Comunicación Oficial enviada por el Banco de Inversión y Comercio Exterior con el detalle del procedimiento CDIRECTA Nº12/2020 y planilla adjunta.,https://www.argentina.gob.ar/sites/default/files/no-2020-66848503-apn-gabice.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-66848503-apn-gabice_12.xlsx,
Universidad Nacional de La Matanza,2020-08-31,2020-10-07,Planilla enviada por la Universidad Nacional de La Matanza con el detalle del procedimiento COVID-19 Nº38-2020,,https://www.argentina.gob.ar/sites/default/files/planilla_unlam_planilla_comunicacion_onc_n9_expte_398-20.xlsx,
Universidad Nacional General San Martín,2020-06-24,2020-10-07,Planilla enviada por la Universidad Nacional General San Martín con el detalle del procedimiento COVID-19 Nº69-2020 y acto administrativo,,https://www.argentina.gob.ar/sites/default/files/planilla_unsam_covid-19_ndeg69-2020.pdf,https://www.argentina.gob.ar/sites/default/files/resol_unsam_covid-19_ndeg69-2020.pdf
Universidad Nacional General San Martín,2020-06-23,2020-10-07,Planilla enviada por la Universidad Nacional General San Martín con el detalle del procedimiento COVID-19 Nº70-2020 y acto administrativo,,https://www.argentina.gob.ar/sites/default/files/planilla_unsam_covid-19_ndeg70-2020.pdf,https://www.argentina.gob.ar/sites/default/files/resol_unsam_covid_ndeg70-2020.pdf
Universidad Nacional General San Martín,2020-07-23,2020-10-07,Planilla enviada por la Universidad Nacional General San Martín con el detalle del procedimiento COVID-19 Nº74-2020 y acto administrativo,,https://www.argentina.gob.ar/sites/default/files/planilla_unsam_covid-19_ndeg74-2020.pdf,https://www.argentina.gob.ar/sites/default/files/resol_unsam_covid_ndeg74-2020.pdf
Universidad Nacional General San Martín,2020-07-27,2020-10-07,Planilla enviada por la Universidad Nacional General San Martín con el detalle del procedimiento COVID-19 Nº78-2020 y acto administrativo,,https://www.argentina.gob.ar/sites/default/files/planilla_unsam_covid-19_ndeg78-2020.pdf,https://www.argentina.gob.ar/sites/default/files/resol_unsam_covid_ndeg78-2020.pdf
Universidad Nacional General San Martín,2020-07-31,2020-10-07,Planilla enviada por la Universidad Nacional General San Martín con el detalle del procedimiento COVID-19 Nº81-2020 y acto administrativo,,https://www.argentina.gob.ar/sites/default/files/planilla_unsam_covid-19_ndeg81-2020.pdf,https://www.argentina.gob.ar/sites/default/files/resol_unsam_covid_ndeg81-2020.pdf
Universidad Nacional General San Martín,2020-07-31,2020-10-07,Planilla enviada por la Universidad Nacional General San Martín con el detalle del procedimiento COVID-19 Nº82-2020 y acto administrativo,,https://www.argentina.gob.ar/sites/default/files/planilla_unsam_covid-19_ndeg82-2020.pdf,https://www.argentina.gob.ar/sites/default/files/resol_unsam_covid_ndeg82-2020.pdf
Universidad Nacional General San Martín,2020-08-20,2020-10-07,Planilla enviada por la Universidad Nacional General San Martín con el detalle del procedimiento COVID-19 Nº89-2020 y acto administrativo,,https://www.argentina.gob.ar/sites/default/files/planilla_unsam_covid-19_ndeg89-2020.pdf,https://www.argentina.gob.ar/sites/default/files/resol_unsam_covid_ndeg89-2020.pdf
Universidad Nacional General San Martín,2020-09-08,2020-10-07,Planilla enviada por la Universidad Nacional General San Martín con el detalle del procedimiento COVID-19 Nº104-2020 y acto administrativo,,https://www.argentina.gob.ar/sites/default/files/planilla_unsam_covid-19_ndeg104-2020.pdf,https://www.argentina.gob.ar/sites/default/files/resol_unsam_covid_ndeg104-2020.pdf
Ministerio de Salud,2020-10-08,2020-10-19,"Comunicación Oficial enviada por el Instituto Nacional de Rehabilitación Psicofísica del Sur - Ministerio de Salud con el detalle del procedimiento COMPR.AR 88-0025-CDI20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-70269762-apn-inarepsms.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-70269762-apn-inarepsms.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-69108809-apn-inarepsms.pdf
Servicio Nacional de Sanidad y Calidad Agroalimentaria,2020-05-19,2020-10-19,Comunicación Oficial enviada por el Servicio Nacional de Sanidad y Calidad Agroalimentaria (SENASA) con el detalle del procedimiento COVID-19 Nº09/2020 y planilla adjunta (informan que rectifican lo remitido en la NOTA NO-2020-51194509-APN-DSAYF#SENASA del 05/08/2020).,https://www.argentina.gob.ar/sites/default/files/no-2020-70344701-apn-dsayfsenasa_0.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-70344701-apn-dsayfsenasa_1.xlsx,
Servicio Nacional de Sanidad y Calidad Agroalimentaria,2020-06-23,2020-10-19,Comunicación Oficial enviada por el Servicio Nacional de Sanidad y Calidad Agroalimentaria (SENASA) con el detalle del procedimiento COVID-19 Nº10/2020 y planilla adjunta (informan que rectifican lo remitido en la NOTA NO-2020-51194509-APN-DSAYF#SENASA del 05/08/2020).,https://www.argentina.gob.ar/sites/default/files/no-2020-70344701-apn-dsayfsenasa_0.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-70344701-apn-dsayfsenasa_2.xlsx,
Armada Argentina,2020-08-18,2020-10-19,"Comunicación Oficial enviada por la Armada Argentina - Hospital Naval con el detalle del procedimiento COMPR.AR 38/38-0204-CDI20 / COVID-19 N°204/20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-70470035-apn-dgsaara.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-70470035-apn-dgsaara.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-65250288-apn-dgsaara.pdf
Armada Argentina,2020-08-12,2020-10-19,"Comunicación Oficial enviada por la Armada Argentina - Hospital Naval con el detalle del procedimiento COMPR.AR 38/38-0202-CDI20 / COVID-19 N°202/20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-70473035-apn-dgsaara.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-70473035-apn-dgsaara.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-65249867-apn-dgsaara.pdf
Armada Argentina,2020-08-31,2020-10-19,"Comunicación Oficial enviada por la Armada Argentina - Hospital Naval con el detalle del procedimiento COMPR.AR 38/38-0224-CDI20 / COVID-19 N°224/20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-70474335-apn-dgsaara.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-70474335-apn-dgsaara.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-65249444-apn-dgsaara.pdf
Armada Argentina,2020-09-15,2020-10-19,"Comunicación Oficial enviada por la Armada Argentina - Hospital Naval con el detalle del procedimiento COMPR.AR 38/38-0248-CDI20 / COVID-19 N°248/20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-70475279-apn-dgsaara.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-70475279-apn-dgsaara.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-65379702-apn-dgsaara.pdf
Armada Argentina,2020-07-23,2020-10-19,"Comunicación Oficial enviada por la Armada Argentina - Hospital Naval con el detalle del procedimiento COMPR.AR 38/38-0173-CDI20 / COVID-19 N°173/20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-70477016-apn-dgsaara.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-70477016-apn-dgsaara.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-65248584-apn-dgsaara.pdf
Armada Argentina,2020-07-07,2020-10-19,"Comunicación Oficial enviada por la Armada Argentina - Hospital Naval con el detalle del procedimiento COMPR.AR 38/38-0153-CDI20 / COVID-19 N°153/20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-70478890-apn-dgsaara.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-70478890-apn-dgsaara.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-65247464-apn-dgsaara.pdf
Armada Argentina,2020-07-14,2020-10-19,"Comunicación Oficial enviada por la Armada Argentina - Hospital Naval con el detalle del procedimiento COMPR.AR 38/38-0154-CDI20 / COVID-19 N°154/20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-70479756-apn-dgsaara.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-70479756-apn-dgsaara.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-65249070-apn-dgsaara.pdf
Servicio Nacional de Sanidad y Calidad Agroalimentaria,2020-08-03,2020-10-19,Comunicación Oficial enviada por el Servicio Nacional de Sanidad y Calidad Agroalimentaria (SENASA) con el detalle del procedimiento COVID-19 Nº11/2020 y planilla adjunta y acto administrativo. ,https://www.argentina.gob.ar/sites/default/files/no-2020-70497725-apn-dsayfsenasa.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-70497725-apn-dsayfsenasa_1.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-59814362-apn-dgtyasenasa.pdf
Servicio Nacional de Sanidad y Calidad Agroalimentaria,2020-06-16,2020-10-19,Comunicación Oficial enviada por el Servicio Nacional de Sanidad y Calidad Agroalimentaria (SENASA) con el detalle del procedimiento COVID-19 Nº12/2020 y planilla adjunta y acto administrativo. ,https://www.argentina.gob.ar/sites/default/files/no-2020-70497725-apn-dsayfsenasa.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-70497725-apn-dsayfsenasa_2.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-59814141-apn-dgtyasenasa.pdf
Servicio Nacional de Sanidad y Calidad Agroalimentaria,2020-08-05,2020-10-19,Comunicación Oficial enviada por el Servicio Nacional de Sanidad y Calidad Agroalimentaria (SENASA) con el detalle del procedimiento COVID-19 Nº13/2020 y planilla adjunta y acto administrativo. ,https://www.argentina.gob.ar/sites/default/files/no-2020-70497725-apn-dsayfsenasa.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-70497725-apn-dsayfsenasa_3.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-61016550-apn-pressenasa.pdf
Armada Argentina,2020-09-15,2020-10-21,"Comunicación Oficial enviada por la Armada Argentina - Hospital Naval con el detalle del procedimiento COMPR.AR 38/38-0255-CDI20 / COVID-19 N°255/20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-71085120-apn-dgsaara.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-71085120-apn-dgsaara.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-65380612-apn-dgsaara.pdf
Armada Argentina,2020-09-22,2020-10-21,"Comunicación Oficial enviada por la Armada Argentina - Hospital Naval con el detalle del procedimiento COMPR.AR 38/38-0272-CDI20 / COVID-19 N°272/20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-71092280-apn-dgsaara.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-71092280-apn-dgsaara.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-66326951-apn-dgsaara.pdf
Armada Argentina,2020-09-21,2020-10-21,"Comunicación Oficial enviada por la Armada Argentina - Hospital Naval con el detalle del procedimiento COMPR.AR 38/38-0269-CDI20 / COVID-19 N°269/20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-71099191-apn-dgsaara.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-71099191-apn-dgsaara.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-70416517-apn-dgsaara.pdf
Ministerio de Desarrollo Social,2020-09-04,2020-10-27,"Comunicación Oficial enviada por el Ministerio de Desarrollo Social con el detalle del procedimiento COMPR.AR 95-0087-CDI20 / COVID-19 N°33/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-72581993-apn-dcycmds.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-72581993-apn-dcycmds.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-71508615-apn-mds.pdf
Comisión Nacional de Regulación del Transporte,2020-08-28,2020-10-28,"Comunicación Oficial enviada por la Comisión Nacional de Regulación del Transporte con el detalle del procedimiento COVID19 N°07/2020 / COMPR.AR 73-0032-CDI20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-73142686-apn-dcsylcnrt.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-73142686-apn-dcsylcnrt.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-70178156-apn-cnrtmtr.pdf
Ministerio de Educación,2020-10-20,2020-10-28,"Comunicación Oficial enviada por el Ministerio de Educación con el detalle del procedimiento COMPR.AR 82-0031-CDI20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-73254450-apn-dcme.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-73254450-apn-dcme.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-71986499-apn-me.pdf
Ministerio de Desarrollo Social,2020-10-27,2020-10-29,"Comunicación Oficial enviada por el Ministerio de Desarrollo Social con el detalle de la adjudicación en el marco del Acuerdo Nacional Emergencia COVID-19 N° 3, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-73380017-apn-dcycmds.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-73380017-apn-dcycmds.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-72847460-apn-mds.pdf
Universidad Nacional de La Matanza,2020-10-09,2020-10-23,Planilla enviada por la Universidad Nacional de La Matanza con el detalle del procedimiento COVID-19 Nº44-2020,,https://www.argentina.gob.ar/sites/default/files/planilla_unlam_planilla_comunicacion_onc_n9_expte_497-20.xlsx,
Universidad Nacional de La Matanza,2020-09-16,2020-10-23,Planilla enviada por la Universidad Nacional de La Matanza con el detalle del procedimiento COVID-19 Nº42-2020,,https://www.argentina.gob.ar/sites/default/files/planilla_unlam_planilla_comunicacion_onc_n9_expte_457-20.xlsx,
Universidad Nacional de La Matanza,2020-09-03,2020-10-26,Planilla enviada por la Universidad Nacional de La Matanza con el detalle del procedimiento COVID-19 Nº39-2020,,https://www.argentina.gob.ar/sites/default/files/planilla_unlam_planilla_comunicacion_onc_n9_expte_455-20.xlsx,
Universidad Nacional del Oeste,2020-05-29,2020-10-26,Planilla enviada por la Universidad Nacional del Oeste con el detalle del procedimiento  COVID-19 N°1/2020 y acto administrativo. ,,https://www.argentina.gob.ar/sites/default/files/planilla_universidad_nacional_del_oeste_covid19_ndeg1.xlsx,https://www.argentina.gob.ar/sites/default/files/covid19_ndeg1_res.245-2020.pdf
Universidad Nacional del Oeste,2020-09-04,2020-10-26,Planilla enviada por la Universidad Nacional del Oeste con el detalle del procedimiento  COVID-19 N°2/2020 y acto administrativo. ,,https://www.argentina.gob.ar/sites/default/files/planilla_universidad_nacional_del_oeste_covid19_ndeg2.xlsx,https://www.argentina.gob.ar/sites/default/files/covid19_ndeg2_res.328-2020._fracasado.pdf
Instituto Geográfico Nacional,2020-10-01,2020-11-02,"Comunicación Oficial enviada por el Instituto Geográfico Nacional con el detalle del procedimiento COMPR.AR 41-0010-CDI20 / COVID-19 N°0001/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-74424811-apn-dgayrrhhign.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-74424811-apn-dgayrrhhign.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-70480585-apn-ignmd.pdf
Ministerio de Salud,2020-04-03,2020-11-02,"Comunicación Oficial enviada por el Ministerio de Salud con el detalle de procedimiento COVID19, planilla adjunta N°1 y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-74417396-apn-ssgams.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-74417396-apn-ssgams_1.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-23493382-apn-ssgams.pdf
Ministerio de Salud,2020-03-26,2020-11-02,"Comunicación Oficial enviada por el Ministerio de Salud con el detalle de procedimiento COVID19, planilla adjunta N°2 y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-74417396-apn-ssgams.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-74417396-apn-ssgams_2.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-18985375-apn-ssgams.pdf
Ministerio de Salud,2020-03-26,2020-11-02,"Comunicación Oficial enviada por el Ministerio de Salud con el detalle de procedimiento COVID19, planilla adjunta N°3 y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-74417396-apn-ssgams.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-74417396-apn-ssgams_3.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-18985139-apn-ssgams.pdf
Ministerio de Salud,2020-03-25,2020-11-02,"Comunicación Oficial enviada por el Ministerio de Salud con detalle de procedimiento COVID19, planilla adjunta N°4 y orden de provisión. ",https://www.argentina.gob.ar/sites/default/files/no-2020-74417396-apn-ssgams.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-74417396-apn-ssgams_4.xlsx,https://www.argentina.gob.ar/sites/default/files/no-2020-19288610-apn-ssgams.pdf
Ministerio de Salud,2020-03-25,2020-11-02,"Comunicación Oficial enviada por el Ministerio de Salud con detalle de procedimiento COVID19, planilla adjunta N°5 y orden de provisión. ",https://www.argentina.gob.ar/sites/default/files/no-2020-74417396-apn-ssgams.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-74417396-apn-ssgams_5.xlsx,https://www.argentina.gob.ar/sites/default/files/no-2020-19288121-apn-ssgams.pdf
Ministerio de Salud,2020-04-16,2020-11-02,"Comunicación Oficial enviada por el Ministerio de Salud con detalle de procedimiento COVID19, planilla adjunta N°6 y orden de provisión. ",https://www.argentina.gob.ar/sites/default/files/no-2020-74417396-apn-ssgams.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-74417396-apn-ssgams_6.xlsx,https://www.argentina.gob.ar/sites/default/files/no-2020-26293494-apn-ssgams.pdf
Ministerio de Salud,2020-04-07,2020-11-02,"Comunicación Oficial enviada por el Ministerio de Salud con detalle de procedimiento COVID19, planilla adjunta N°7 y orden de provisión. ",https://www.argentina.gob.ar/sites/default/files/no-2020-74417396-apn-ssgams.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-74417396-apn-ssgams_7.xlsx,https://www.argentina.gob.ar/sites/default/files/no-2020-26459574-apn-ssgams.pdf
Ministerio de Salud,2020-04-06,2020-11-02,"Comunicación Oficial enviada por el Ministerio de Salud con detalle de procedimiento COVID19, planilla adjunta N°8 y orden de provisión. ",https://www.argentina.gob.ar/sites/default/files/no-2020-74417396-apn-ssgams.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-74417396-apn-ssgams_8.xlsx,https://www.argentina.gob.ar/sites/default/files/no-2020-26460355-apn-ssgams.pdf
Ministerio de Salud,2020-04-14,2020-11-02,"Comunicación Oficial enviada por el Ministerio de Salud con detalle de procedimiento COVID19, planilla adjunta N°9 y orden de provisión. ",https://www.argentina.gob.ar/sites/default/files/no-2020-74417396-apn-ssgams.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-74417396-apn-ssgams_9.xlsx,https://www.argentina.gob.ar/sites/default/files/no-2020-26438991-apn-ssgams.pdf
Ministerio de Salud,2020-04-06,2020-11-02,"Comunicación Oficial enviada por el Ministerio de Salud con detalle de procedimiento COVID19, planilla adjunta N°10 y orden de provisión. ",https://www.argentina.gob.ar/sites/default/files/no-2020-74417396-apn-ssgams.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-74417396-apn-ssgams_10.xlsx,https://www.argentina.gob.ar/sites/default/files/no-2020-24896529-apn-ssgams.pdf
Ministerio de Salud,2020-04-22,2020-11-02,"Comunicación Oficial enviada por el Ministerio de Salud con detalle de procedimiento COVID19, planilla adjunta N°11 y orden de provisión. ",https://www.argentina.gob.ar/sites/default/files/no-2020-74417396-apn-ssgams.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-74417396-apn-ssgams_11_0.xlsx,https://www.argentina.gob.ar/sites/default/files/no-2020-27834605-apn-ssgams.pdf
Ministerio de Salud,2020-03-31,2020-11-02,"Comunicación Oficial enviada por el Ministerio de Salud con detalle de procedimiento COVID19, planilla adjunta N°12 y orden de provisión. ",https://www.argentina.gob.ar/sites/default/files/no-2020-74417396-apn-ssgams.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-74417396-apn-ssgams_12.xlsx,https://www.argentina.gob.ar/sites/default/files/no-2020-22564351-apn-ssgams.pdf
Fuerza Aérea Argentina,2020-07-16,2020-11-04,"Comunicación Oficial enviada por la Fuerza Aérea Argentina con el detalle del procedimiento COVID19 N°7/2020 / COMPR.AR 40/39-0431-CDI20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-75256482-apn-dconfaa.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-75256482-apn-dconfaa_1.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-48916996-apn-dconfaa_0.pdf
Fuerza Aérea Argentina,2020-07-15,2020-11-04,"Comunicación Oficial enviada por la Fuerza Aérea Argentina con el detalle del procedimiento COVID19 N°8/2020 / COMPR.AR 40/39-0429-CDI20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-75256482-apn-dconfaa.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-75256482-apn-dconfaa_2.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-51906973-apn-dconfaa_0.pdf
Fuerza Aérea Argentina,2020-07-17,2020-11-04,"Comunicación Oficial enviada por la Fuerza Aérea Argentina con el detalle del procedimiento COVID19 N°9/2020 / COMPR.AR 40/39-0448-CDI20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-75256482-apn-dconfaa.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-75256482-apn-dconfaa_3.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-60069796-apn-dconfaa_0.pdf
Autoridad Regulatoria Nuclear,2020-09-08,2020-11-06,"Comunicación Oficial enviada por la Autoridad Regulatoria Nuclear con el detalle del procedimiento COMPR.AR 16-0030-CDI20 / COVID19 N°2/20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-75883893-apn-gaayrarn.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-75883893-apn-gaayrarn.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-74303996-apn-darn.pdf
Ministerio de Transporte,2020-09-23,2020-11-05,"Comunicación Oficial enviada por la Junta de Seguridad en el Transporte - Ministerio de Transporte con el detalle del procedimiento COMPR.AR 436-0015-CDI20 / COVID19 N°0001/20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-75515659-apn-jstmtr.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-75515659-apn-jstmtr.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-65836417-apn-jstmtr.pdf
Armada Argentina,2020-09-18,2020-11-11,"Comunicación Oficial enviada por la Armada Argentina - Hospital Naval con el detalle del procedimiento COMPR.AR 38/38-0262-CDI20 / COVID-19 N°262/20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-77276553-apn-dgsaara.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-77276553-apn-dgsaara.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-73012366-apn-dgsaara.pdf
Sindicatura General de la Nación,2020-08-25,2020-11-11,"Comunicación Oficial enviada por la Sindicatura General de la Nación con el detalle del procedimiento COMPR.AR 76-0004-CDI20 / COVID-19 N°01/20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-77318948-apn-gcasigen_0.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-77318948-apn-gcasigen_0.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-75948951-apn-sigen_0.pdf
Comisión Nacional de Regulación del Transporte,2020-10-19,2020-11-11,"Comunicación Oficial enviada por la Comisión Nacional de Regulación del Transporte con el detalle del procedimiento COVID19 N°08/2020 / COMPR.AR 73-0039-CDI20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-77499924-apn-dcsylcnrt.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-77499924-apn-dcsylcnrt.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-74971866-apn-cnrtmtr.pdf
Universidad Nacional del Oeste,2020-10-27,2020-11-11,Planilla enviada por la Universidad Nacional del Oeste con el detalle del procedimiento  COVID-19 N°3/2020 y acto administrativo. ,,https://www.argentina.gob.ar/sites/default/files/planilla_universidad_nacional_del_oeste_covid19_ndeg3.xlsx,https://www.argentina.gob.ar/sites/default/files/res.353-2020_covid19_ndeg3_uno.pdf
Instituto de Ayuda Financiera para Pago de Retiros y Pensiones Militares,2020-10-26,2020-11-12,"Comunicación Oficial enviada por el Instituto de Ayuda Financiera para Pago de Retiros y Pensiones Militares con el detalle del procedimiento COVID-19 Nº5/2020 / COMPR.AR 43-0033-CDI20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-77646690-apn-deiaf.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-77646690-apn-deiaf.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-76385701-apn-diriaf.pdf
Ministerio de Educación,2020-09-18,2020-11-19,"Comunicación Oficial enviada por el Ministerio de Educación con el detalle del procedimiento COMPR.AR 82-0028-CDI20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-80039749-apn-dcme.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-80039749-apn-dcme.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-76055728-apn-ssgame.pdf
