organismo,fecha_acta,fecha_envio-onc,descripcion,ccoo,planilla-adjunta,acto-administrativo
Universidad Nacional General San Martín,2020-03-26,2020-06-08,Planilla enviada por la Universidad Nacional General San Martín con el detalle del procedimiento COVID-19 Nº40-2020,,https://www.argentina.gob.ar/sites/default/files/planilla_unsam_cd_covid-19_ndeg40-2020.pdf,https://www.argentina.gob.ar/sites/default/files/resolucion_rectoral_448-2020_-_cd_por_emergencia_covid-19_ndeg38_a_44.pdf
Universidad Nacional General San Martín,2020-03-26,2020-06-08,Planilla enviada por la Universidad Nacional General San Martín con el detalle del procedimiento COVID-19 Nº41-2020,,https://www.argentina.gob.ar/sites/default/files/planilla_unsam_cd_covid-19_ndeg41-2020.pdf,https://www.argentina.gob.ar/sites/default/files/resolucion_rectoral_448-2020_-_cd_por_emergencia_covid-19_ndeg38_a_44.pdf
Universidad Nacional General San Martín,2020-03-26,2020-06-08,Planilla enviada por la Universidad Nacional General San Martín con el detalle del procedimiento COVID-19 Nº42-2020,,https://www.argentina.gob.ar/sites/default/files/planilla_unsam_cd_covid-19_ndeg42-2020.pdf,https://www.argentina.gob.ar/sites/default/files/resolucion_rectoral_448-2020_-_cd_por_emergencia_covid-19_ndeg38_a_44.pdf
Universidad Nacional General San Martín,2020-03-26,2020-06-08,Planilla enviada por la Universidad Nacional General San Martín con el detalle del procedimiento COVID-19 Nº43-2020,,https://www.argentina.gob.ar/sites/default/files/planilla_unsam_cd_covid-19_ndeg43-2020.pdf,https://www.argentina.gob.ar/sites/default/files/resolucion_rectoral_448-2020_-_cd_por_emergencia_covid-19_ndeg38_a_44.pdf
Universidad Nacional General San Martín,2020-03-26,2020-06-08,Planilla enviada por la Universidad Nacional General San Martín con el detalle del procedimiento COVID-19 Nº44-2020,,https://www.argentina.gob.ar/sites/default/files/planilla_unsam_cd_covid-19_ndeg44-2020.pdf,https://www.argentina.gob.ar/sites/default/files/resolucion_rectoral_448-2020_-_cd_por_emergencia_covid-19_ndeg38_a_44.pdf
Universidad Nacional General San Martín,2020-03-27,2020-06-08,Planilla enviada por la Universidad Nacional General San Martín con el detalle del procedimiento COVID-19 Nº45-2020,,https://www.argentina.gob.ar/sites/default/files/planilla_unsam_cd_covid-19_ndeg45-2020.pdf,https://www.argentina.gob.ar/sites/default/files/resolucion_rectoral_449-2020_-_cd_por_emergencia_covid-19_ndeg45_a_47.pdf
Universidad Nacional General San Martín,2020-03-27,2020-06-08,Planilla enviada por la Universidad Nacional General San Martín con el detalle del procedimiento COVID-19 Nº46-2020,,https://www.argentina.gob.ar/sites/default/files/planilla_unsam_cd_covid-19_ndeg46-2020.pdf,https://www.argentina.gob.ar/sites/default/files/resolucion_rectoral_449-2020_-_cd_por_emergencia_covid-19_ndeg45_a_47.pdf
Universidad Nacional General San Martín,2020-03-27,2020-06-08,Planilla enviada por la Universidad Nacional General San Martín con el detalle del procedimiento COVID-19 Nº47-2020,,https://www.argentina.gob.ar/sites/default/files/planilla_unsam_cd_covid-19_ndeg47-2020.pdf,https://www.argentina.gob.ar/sites/default/files/resolucion_rectoral_449-2020_-_cd_por_emergencia_covid-19_ndeg45_a_47.pdf
Universidad Nacional General San Martín,2020-03-30,2020-06-08,Planilla enviada por la Universidad Nacional General San Martín con el detalle del procedimiento COVID-19 Nº48-2020,,https://www.argentina.gob.ar/sites/default/files/planilla_unsam_cd_covid-19_ndeg48-2020.pdf,https://www.argentina.gob.ar/sites/default/files/resolucion_rectoral_450-2020_-_cd_por_emergencia_covid-19_ndeg48_a_50.pdf
Universidad Nacional General San Martín,2020-03-30,2020-06-08,Planilla enviada por la Universidad Nacional General San Martín con el detalle del procedimiento COVID-19 Nº49-2020,,https://www.argentina.gob.ar/sites/default/files/planilla_unsam_cd_covid-19_ndeg49-2020.pdf,https://www.argentina.gob.ar/sites/default/files/resolucion_rectoral_450-2020_-_cd_por_emergencia_covid-19_ndeg48_a_50.pdf
Universidad Nacional General San Martín,2020-03-30,2020-06-08,Planilla enviada por la Universidad Nacional General San Martín con el detalle del procedimiento COVID-19 Nº50-2020,,https://www.argentina.gob.ar/sites/default/files/planilla_unsam_cd_covid-19_ndeg50-2020.pdf,https://www.argentina.gob.ar/sites/default/files/resolucion_rectoral_450-2020_-_cd_por_emergencia_covid-19_ndeg48_a_50.pdf
Universidad Nacional General San Martín,2020-04-01,2020-06-08,Planilla enviada por la Universidad Nacional General San Martín con el detalle del procedimiento COVID-19 Nº51-2020,,https://www.argentina.gob.ar/sites/default/files/planilla_unsam_cd_covid-19_ndeg51-2020.pdf,https://www.argentina.gob.ar/sites/default/files/resolucion_rectoral_451-2020_-_cd_por_emergencia_covid-19_ndeg51_y_52.pdf
Universidad Nacional General San Martín,2020-04-01,2020-06-08,Planilla enviada por la Universidad Nacional General San Martín con el detalle del procedimiento COVID-19 Nº52-2020,,https://www.argentina.gob.ar/sites/default/files/planilla_unsam_cd_covid-19_ndeg52-2020.pdf,https://www.argentina.gob.ar/sites/default/files/resolucion_rectoral_451-2020_-_cd_por_emergencia_covid-19_ndeg51_y_52.pdf
Universidad Nacional General San Martín,2020-04-02,2020-06-08,Planilla enviada por la Universidad Nacional General San Martín con el detalle del procedimiento COVID-19 Nº53-2020,,https://www.argentina.gob.ar/sites/default/files/planilla_unsam_cd_covid-19_ndeg53-2020.pdf,https://www.argentina.gob.ar/sites/default/files/resolucion_rectoral_453-2020_-_cd_por_emergencia_covid-19_ndeg53_a_55.pdf
Universidad Nacional General San Martín,2020-04-02,2020-06-08,Planilla enviada por la Universidad Nacional General San Martín con el detalle del procedimiento COVID-19 Nº54-2020,,https://www.argentina.gob.ar/sites/default/files/planilla_unsam_cd_covid-19_ndeg54-2020.pdf,https://www.argentina.gob.ar/sites/default/files/resolucion_rectoral_453-2020_-_cd_por_emergencia_covid-19_ndeg53_a_55.pdf
Universidad Nacional General San Martín,2020-04-02,2020-06-08,Planilla enviada por la Universidad Nacional General San Martín con el detalle del procedimiento COVID-19 Nº55-2020,,https://www.argentina.gob.ar/sites/default/files/planilla_unsam_cd_covid-19_ndeg55-2020.pdf,https://www.argentina.gob.ar/sites/default/files/resolucion_rectoral_453-2020_-_cd_por_emergencia_covid-19_ndeg53_a_55.pdf
Universidad Nacional General San Martín,2020-04-08,2020-06-08,Planilla enviada por la Universidad Nacional General San Martín con el detalle del procedimiento COVID-19 Nº56-2020,,https://www.argentina.gob.ar/sites/default/files/planilla_unsam_cd_covid-19_ndeg56-2020.pdf,https://www.argentina.gob.ar/sites/default/files/resolucion_rectoral_455-2020_-_cd_por_emergencia_covid-19_ndeg56.pdf
Universidad Nacional General San Martín,2020-04-13,2020-06-08,Planilla enviada por la Universidad Nacional General San Martín con el detalle del procedimiento COVID-19 Nº57-2020,,https://www.argentina.gob.ar/sites/default/files/planilla_unsam_cd_covid-19_ndeg57-2020.pdf,https://www.argentina.gob.ar/sites/default/files/resolucion_rectoral_459-2020_-_cd_por_emergencia_covid-19_ndeg57.pdf
Universidad Nacional General San Martín,2020-04-16,2020-06-08,Planilla enviada por la Universidad Nacional General San Martín con el detalle del procedimiento COVID-19 Nº58-2020,,https://www.argentina.gob.ar/sites/default/files/planilla_unsam_cd_covid-19_ndeg58-2020.pdf,https://www.argentina.gob.ar/sites/default/files/resolucion_rectoral_462-2020_-_cd_por_emergencia_covid-19_ndeg58_y_59.pdf
Universidad Nacional General San Martín,2020-04-16,2020-06-08,Planilla enviada por la Universidad Nacional General San Martín con el detalle del procedimiento COVID-19 Nº59-2020,,https://www.argentina.gob.ar/sites/default/files/planilla_unsam_cd_covid-19_ndeg59-2020.pdf,https://www.argentina.gob.ar/sites/default/files/resolucion_rectoral_462-2020_-_cd_por_emergencia_covid-19_ndeg58_y_59.pdf
Universidad Nacional General San Martín,2020-04-24,2020-06-08,Planilla enviada por la Universidad Nacional General San Martín con el detalle del procedimiento COVID-19 Nº60-2020,,https://www.argentina.gob.ar/sites/default/files/planilla_unsam_cd_covid-19_ndeg60-2020.pdf,https://www.argentina.gob.ar/sites/default/files/resolucion_rectoral_463-2020_-_cd_por_emergencia_covid-19_ndeg60.pdf
Universidad Nacional General San Martín,2020-05-07,2020-06-08,Planilla enviada por la Universidad Nacional General San Martín con el detalle del procedimiento COVID-19 Nº61-2020,,https://www.argentina.gob.ar/sites/default/files/planilla_unsam_cd_covid-19_ndeg61-2020_1.pdf,https://www.argentina.gob.ar/sites/default/files/resolucion_rectoral_465-2020_-_cd_por_emergencia_covid-19_ndeg61.pdf
Universidad Nacional General San Martín,2020-05-07,2020-06-08,Planilla enviada por la Universidad Nacional General San Martín con el detalle del procedimiento COVID-19 Nº62-2020,,https://www.argentina.gob.ar/sites/default/files/planilla_unsam_cd_covid-19_ndeg62-2020_0.pdf,https://www.argentina.gob.ar/sites/default/files/resolucion_rectoral_466-2020_-_cd_por_emergencia_covid-19_ndeg62.pdf
Universidad Nacional General San Martín,2020-05-11,2020-06-08,Planilla enviada por la Universidad Nacional General San Martín con el detalle del procedimiento COVID-19 Nº63-2020,,https://www.argentina.gob.ar/sites/default/files/planilla_unsam_cd_covid-19_ndeg63-2020_0.pdf,https://www.argentina.gob.ar/sites/default/files/resolucion_rectoral_472-2020_-_cd_por_emergencia_covid-19_ndeg63.pdf
Universidad Nacional General San Martín,2020-05-08,2020-06-08,Planilla enviada por la Universidad Nacional General San Martín con el detalle del procedimiento COVID-19 Nº64-2020,,https://www.argentina.gob.ar/sites/default/files/planilla_unsam_cd_covid-19_ndeg64-2020_0.pdf,https://www.argentina.gob.ar/sites/default/files/resolucion_rectoral_469-2020_-_cd_por_emergencia_covid-19_ndeg64.pdf
Universidad Nacional General San Martín,2020-05-08,2020-06-08,Planilla enviada por la Universidad Nacional General San Martín con el detalle del procedimiento COVID-19 Nº65-2020,,https://www.argentina.gob.ar/sites/default/files/planilla_unsam_cd_covid-19_ndeg65-2020_0.pdf,https://www.argentina.gob.ar/sites/default/files/resolucion_rectoral_470-2020_-_cd_por_emergencia_covid-19_ndeg65.pdf
Universidad Nacional General San Martín,2020-05-18,2020-06-08,Planilla enviada por la Universidad Nacional General San Martín con el detalle del procedimiento COVID-19 Nº66-2020,,https://www.argentina.gob.ar/sites/default/files/planilla_unsam_cd_covid-19_ndeg66-2020_0.pdf,https://www.argentina.gob.ar/sites/default/files/resolucion_rectoral_513-2020_-_cd_por_emergencia_covid-19_ndeg66.pdf
Ejército Argentino,2020-05-20,2020-06-10,"Comunicación Oficial enviada por el Ejército Argentino - Comando de la Fuerza de Despliegue Rápido con el detalle del procedimiento COMPR.AR 84/138- 0097-CDI20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-37419619-apn-cfdrea.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-37419619-apn-cfdrea.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-36454439-apn-cfdrea.pdf
Ente Nacional Regulador del Gas,2020-04-22,2020-06-10,"Comunicación Oficial enviada por el Ente Nacional Regulador del Gas con el detalle del procedimiento COVID-19 Nº 01/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-37534971-apn-gaenargas.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-37534971-apn-gaenargas.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-33857195-apn-directorioenargas.pdf
Ministerio de Desarrollo Social,2020-04-30,2020-06-11,"Comunicación Oficial enviada por el Ministerio de Desarrollo Social con el detalle del procedimiento COMPR.AR 95-0021-CDI20 / COVID-19 N°14/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-37736630-apn-dcycmds.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-37736630-apn-dcycmds.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-36545825-apn-mds.pdf
Ministerio de Desarrollo Social,2020-04-30,2020-06-13,"Comunicación Oficial enviada por el Ministerio de Desarrollo Social con el detalle del procedimiento COMPR.AR 95-0020-CDI20 / COVID-19 N°13/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-38176720-apn-dcycmds.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-38176720-apn-dcycmds.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-35128989-apn-mds.pdf
Fuerza Aérea Argentina,2020-05-11,2020-06-13,"Comunicación Oficial rectificada enviada por la Fuerza Aérea Argentina con el detalle del procedimiento COMPR.AR 40/45-0246-CDI20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-38954459-apn-dconfaa.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-38954459-apn-dconfaa_2.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-34233350-apn-dconfaa.pdf
Ejército Argentino,2020-04-14,2020-06-16,"Comunicación Oficial enviada por el Hospital Militar - Ejército Argentino con el detalle del procedimiento COVID-19 Nº 06/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-38342768-apn-hmcea.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-38342768-apn-hmcea_1.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-34996584-apn-hmcea.pdf
Ejército Argentino,2020-05-08,2020-06-16,"Comunicación Oficial enviada por el Hospital Militar - Ejército Argentino con el detalle del procedimiento COVID-19 Nº 09/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-38342768-apn-hmcea.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-38342768-apn-hmcea_2.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-36040193-apn-hmcea.pdf
Armada Argentina,2020-05-06,2020-06-16,"Comunicación Oficial enviada por la Armada Argentina con el detalle del procedimiento COVID-19 / COMPR.AR 38/22-0061-CDI20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-38351956-apn-sgnaara.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-38351956-apn-sgnaara.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-35014492-apn-sgnaara.pdf
Armada Argentina,2020-05-05,2020-06-16,"Comunicación Oficial enviada por la Armada Argentina - Hospital Naval con el detalle del procedimiento COMPR.AR 38/38-0054-CDI20 / COVID-19 Nº054-2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-38402012-apn-dgsaara.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-38402012-apn-dgsaara.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-37303863-apn-dgsaara.pdf
Armada Argentina,2020-05-05,2020-06-16,"Comunicación Oficial enviada por la Armada Argentina - Hospital Naval con el detalle del procedimiento COMPR.AR 38/38-0057-CDI20 / COVID-19 Nº057-2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-38404401-apn-dgsaara.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-38404401-apn-dgsaara.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-36350087-apn-dgsaara.pdf
Armada Argentina,2020-05-05,2020-06-16,"Comunicación Oficial enviada por la Armada Argentina - Hospital Naval con el detalle del procedimiento COMPR.AR 38/38-0058-CDI20 / COVID-19 Nº058-2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-38406273-apn-dgsaara.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-38406273-apn-dgsaara.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-36350588-apn-dgsaara.pdf
Armada Argentina,2020-05-05,2020-06-16,"Comunicación Oficial enviada por la Armada Argentina - Hospital Naval con el detalle del procedimiento COMPR.AR 38/38-0059-CDI20 / COVID-19 Nº059-2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-38409444-apn-dgsaara.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-38409444-apn-dgsaara.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-36346981-apn-dgsaara.pdf
Instituto Nacional de Estadística y Censos,2020-05-12,2020-06-16,"Comunicación Oficial enviada por el Instituto Nacional de Estadística y Censos con el detalle del procedimiento COMPR.AR 27-0005-CDI20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-38414007-apn-dpysindec.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-38414007-apn-dpysindec.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-37501482-apn-dgayoindec.pdf
Gendarmería Nacional Argentina,2020-04-02,2020-06-16,"Comunicación Oficial enviada por la Gendarmería Nacional Argentina con el detalle del procedimiento COVID-19 Nº01/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-38508554-apn-dinalgengna.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-38508554-apn-dinalgengna.xlsx,https://www.argentina.gob.ar/sites/default/files/acto-2020-34521919-apn-dirsafgna.pdf
Ejército Argentino,2020-04-06,2020-06-17,"Comunicación Oficial enviada por el Hospital Militar Regional Cordoba - Ejército Argentino con el detalle del procedimiento COVID-19 Nº 01/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-38627464-apn-hmrcea.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-38627464-apn-hmrcea.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-33537562-apn-dgsea.pdf
Ministerio de Salud,2020-03-06,2020-06-18,"Comunicación Oficial enviada por el Instituto Nacional de Rehabilitación Psicofísica del Sur - Ministerio de Salud con el detalle del procedimiento COVID-19 N° 10/2020 / COMPR.AR 88-0013-CDI20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-38981480-apn-inarepsms.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-38981480-apn-inarepsms_1.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-36366583-apn-inarepsms.pdf
Ministerio de Salud,2020-05-06,2020-06-18,"Comunicación Oficial enviada por el Instituto Nacional de Rehabilitación Psicofísica del Sur - Ministerio de Salud con el detalle del procedimiento COVID-19 N° 11/2020 / COMPR.AR 88-0014-CDI20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-38981480-apn-inarepsms.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-38981480-apn-inarepsms_2.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-37620443-apn-inarepsms.pdf
Teatro Nacional Cervantes,2020-05-06,2020-06-19,"Comunicación Oficial enviada por el Teatro Nacional Cervantes - Ministerio de Cultura con el detalle del procedimiento COMPR.AR 17-0023-CDI20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-39369872-apn-datnc.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-39369872-apn-datnc.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-38808850-apn-tncmc.pdf
Ministerio de Defensa,2020-04-17,2020-06-22,"Comunicación Oficial enviada por el Ministerio de Defensa con el detalle del procedimiento COVID-19 Nº004/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-39813914-apn-dgadmd.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-39813914-apn-dgadmd.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-23992382-apn-sspoysldmd.pdf
Ministerio de Defensa,2020-03-25,2020-06-22,"Comunicación Oficial enviada por el Ministerio de Defensa con el detalle del procedimiento COVID-19 Nº003/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-39815171-apn-dgadmd.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-39815171-apn-dgadmd.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-26354439-apn-sspoysldmd.pdf
Ministerio de Defensa,2020-03-31,2020-06-22,"Comunicación Oficial enviada por el Ministerio de Defensa con el detalle del procedimiento COVID-19 Nº007/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-39816658-apn-dgadmd.pdff,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-39816658-apn-dgadmd.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-29150606-apn-sspoysldmd.pdf
Ministerio de Defensa,2020-04-28,2020-06-22,"Comunicación Oficial enviada por el Ministerio de Defensa con el detalle del procedimiento COVID-19 Nº005/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-39817186-apn-dgadmd.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-39817186-apn-dgadmd.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-29150333-apn-sspoysldmd.pdf
Administración Nacional de Aviación Civil,2020-05-14,2020-06-23,"Comunicación Oficial enviada por la Administración Nacional de Aviación Civil con el detalle del procedimiento COMPR.AR 327-0006-CDI20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-39950781-apn-dgltyaanac.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-39950781-apn-dgltyaanac.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-37726797-apn-anacmtr.pdf
Secretaría General de la Presidencia de la Nación,2020-06-04,2020-06-23,"Comunicación Oficial enviada por la Secretaría General de la Presidencia de la Nación con el detalle del procedimiento COVID-19 N°2/2020 / COMPR.AR 23-0029-CDI20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/me-2020-40171198-apn-dpyssgp.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_me-2020-40171198-apn-dpyssgp.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-39533481-apn-sscsgp.pdf
Ministerio de Educación,2020-06-12,2020-06-23,"Comunicación Oficial enviada por el Ministerio de Educación con el detalle del procedimiento COMPR.AR 82-0011-LPU20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-40202906-apn-dcmemeccyt.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-40202906-apn-dcmemeccyt_1.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-38260342-apn-me.pdf
Ministerio de Educación,2020-06-17,2020-06-23,"Comunicación Oficial enviada por el Ministerio de Educación con el detalle del procedimiento COMPR.AR 82-0016-CDI20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-40202906-apn-dcmemeccyt.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-40202906-apn-dcmemeccyt_2.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-39463899-apn-me.pdf
Armada Argentina,2020-05-22,2020-06-24,"Comunicación Oficial enviada por la Armada Argentina - Hospital Naval con el detalle del procedimiento COMPR.AR 38/38-0088-CDI20 / COVID-19 Nº088-2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-40355568-apn-dgsaara.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-40355568-apn-dgsaara.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-37073560-apn-dgsaara.pdf
Ejército Argentino,2020-04-24,2020-06-24,"Comunicación Oficial enviada por el Ejército Argentino - Comando de Brigada Blindada II con el detalle del procedimiento COVID-19 Nº01/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-40362410-apn-cbbiiea.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-40362410-apn-cbbiiea_1.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-31678561-apn-caaeea.pdf
Ejército Argentino,2020-05-07,2020-06-24,"Comunicación Oficial enviada por el Ejército Argentino - Comando de Brigada Blindada II con el detalle del procedimiento COVID-19 Nº02/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-40362410-apn-cbbiiea.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-40362410-apn-cbbiiea_2.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-33011229-apn-caaeea.pdf
Ejército Argentino,2020-05-18,2020-06-24,"Comunicación Oficial enviada por el Ejército Argentino - Comando de Brigada Blindada II con el detalle del procedimiento COVID-19 Nº03/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-40362410-apn-cbbiiea.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-40362410-apn-cbbiiea_3.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-36000475-apn-caaeea.pdf
Ejército Argentino,2020-05-18,2020-06-24,"Comunicación Oficial enviada por el Ejército Argentino - Comando de Brigada Blindada II con el detalle del procedimiento COVID-19 Nº04/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-40362410-apn-cbbiiea.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-40362410-apn-cbbiiea_4.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-36764543-apn-caaeea.pdf
Ministerio de Salud,2020-06-09,2020-06-25,"Comunicación Oficial enviada por el Instituto Nacional de Rehabilitación Psicofísica del Sur - Ministerio de Salud con el detalle del procedimiento COVID-19 Nº 012/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-40599985-apn-inarepsms.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-40599985-apn-inarepsms_1.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-39283683-apn-inarepsms.pdf
Ministerio de Salud,2020-06-11,2020-06-25,"Comunicación Oficial enviada por el Instituto Nacional de Rehabilitación Psicofísica del Sur - Ministerio de Salud con el detalle del procedimiento COVID-19 Nº 013/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-40599985-apn-inarepsms.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-40599985-apn-inarepsms_2.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-39270734-apn-inarepsms.pdf
Ejército Argentino,2020-05-27,2020-06-25,"Comunicación Oficial enviada por el Hospital Militar Central - Ejército Argentino con el detalle del procedimiento COVID-19 Nº 10/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-40615890-apn-hmcea.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-40615890-apn-hmcea_1.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-38030400-apn-hmcea.pdf
Ejército Argentino,2020-06-01,2020-06-25,"Comunicación Oficial enviada por el Hospital Militar Central - Ejército Argentino con el detalle del procedimiento COVID-19 Nº 11/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-40615890-apn-hmcea.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-40615890-apn-hmcea_2.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-39246441-apn-hmcea.pdf
Ministerio de Defensa,2020-04-29,2020-06-26,"Comunicación Oficial enviada por el Ministerio de Defensa con el detalle del procedimiento COVID-19 Nº014/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-40920285-apn-dgadmd.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-40920285-apn-dgadmd.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-34248726-apn-sspoysldmd.pdf
