"provincia","estrato","rv"
"Santa Fe","core",0.6747
"Santa Fe","core",0.5335
"Santa Fe","core",0.4843
"Santa Fe","core",0.4985
"Santa Fe","core",0.4621
"Santa Fe","core",0.5031
"Santa Fe","core",0.5369
"Santa Fe","core",0.6065
"Santa Fe","core",0.6363
"Santa Fe","core",0.4702
"Santa Fe","core",0.5574
"Santa Fe","core",0.5859
"Santa Fe","core",0.4888
"Santa Fe","core",0.5244
"Santa Fe","core",0.5457
"Santa Fe","core",0.7001
"Santa Fe","core",0.7269
"Santa Fe","core",0.6626
"Santa Fe","core",0.6429
"Santa Fe","core",0.4124
"Santa Fe","core",0.5887
"Santa Fe","core",0.5419
"Santa Fe","core",0.4961
"Santa Fe","core",0.4519
"Santa Fe","core",0.3191
"Santa Fe","core",0.6392
"Santa Fe","core",0.4844
"Santa Fe","core",0.427
"Santa Fe","core",0.6773
"Santa Fe","core",0.6346
"Santa Fe","core",0.6272
"Santa Fe","core",0.7398
"Santa Fe","core",0.587
"Santa Fe","core",0.4755
"Santa Fe","core",0.3371
"Santa Fe","core",0.6533
"Santa Fe","core",0.6174
"Santa Fe","core",0.5794
"Santa Fe","core",0.4666
"Santa Fe","core",0.5773
"Santa Fe","core",0.3257
"Santa Fe","core",0.563
"Santa Fe","core",0.6545
"Santa Fe","core",0.4672
"Santa Fe","core",0.657
"Santa Fe","core",0.5674
"Santa Fe","core",0.5391
"Santa Fe","core",0.5601
"Santa Fe","core",0.5965
"Santa Fe","core",0.6097
"Santa Fe","core",0.5502
"Santa Fe","core",0.5662
"Santa Fe","core",0.5643
"Santa Fe","core",0.4362
"Santa Fe","core",0.33
"Santa Fe","core",0.5143
"Santa Fe","core",0.6514
"Santa Fe","core",0.5004
"Santa Fe","core",0.7782
"Santa Fe","core",0.4449
"Santa Fe","core",0.6505
"Santa Fe","core",0.4481
"Santa Fe","core",0.5422
"Santa Fe","core",0.6119
"Santa Fe","core",0.6978
"Santa Fe","core",0.5769
"Santa Fe","core",0.4787
"Santa Fe","core",0.5872
"Santa Fe","core",0.491
"Santa Fe","core",0.7143
"Santa Fe","core",0.4027
"Santa Fe","core",0.5772
"Santa Fe","core",0.6644
"Santa Fe","core",0.5561
"Santa Fe","core",0.2772
"Santa Fe","core",0.5427
"Santa Fe","core",0.4257
"Santa Fe","core",0.4549
"Santa Fe","core",0.4089
"Santa Fe","core",0.7771
"Santa Fe","core",0.4722
"Santa Fe","core",0.5197
"Santa Fe","core",0.6616
"Santa Fe","core",0.5228
"Santa Fe","core",0.6116
"Santa Fe","core",0.6374
"Santa Fe","core",0.6794
"Santa Fe","core",0.4892
"Santa Fe","core",0.5746
"Santa Fe","core",0.6648
"Santa Fe","core",0.5749
"Santa Fe","core",0.4703
"Santa Fe","core",0.6481
"Santa Fe","core",0.4237
"Santa Fe","core",0.4799
"Santa Fe","core",0.4671
"Santa Fe","core",0.6448
"Santa Fe","core",0.4274
"Santa Fe","core",0.6848
"Santa Fe","core",0.5385
"Santa Fe","core",0.4034
"Santa Fe","core",0.6289
"Santa Fe","core",0.4611
"Santa Fe","core",0.4059
"Santa Fe","core",0.5906
"Santa Fe","core",0.6299
"Santa Fe","core",0.5417
"Santa Fe","core",0.6853
"Santa Fe","core",0.448
"Santa Fe","core",0.6366
"Santa Fe","core",0.5908
"Santa Fe","core",0.542
"Santa Fe","core",0.5251
"Santa Fe","core",0.2439
"Santa Fe","core",0.5448
"Santa Fe","core",0.6003
"Santa Fe","core",0.4756
"Santa Fe","core",0.5362
"Santa Fe","core",0.5023
"Santa Fe","core",0.5412
"Santa Fe","core",0.5898
"Santa Fe","core",0.6404
"Santa Fe","core",0.6684
"Santa Fe","core",0.5489
"Santa Fe","core",0.4832
"Santa Fe","core",0.6985
"Santa Fe","core",0.4955
"Santa Fe","core",0.4994
"Santa Fe","core",0.5116
"Santa Fe","core",0.5393
"Santa Fe","core",0.6613
"Santa Fe","core",0.5924
"Santa Fe","core",0.5691
"Santa Fe","core",0.2777
"Santa Fe","core",0.4743
"Santa Fe","core",0.6179
"Santa Fe","core",0.3974
"Santa Fe","core",0.4043
"Santa Fe","core",0.456
"Santa Fe","core",0.5769
"Santa Fe","core",0.5799
"Santa Fe","core",0.8034
"Santa Fe","core",0.6546
"Santa Fe","core",0.5911
"Santa Fe","core",0.6913
"Santa Fe","core",0.6849
"Santa Fe","core",0.5946
"Santa Fe","core",0.7203
"Santa Fe","core",0.4751
"Santa Fe","core",0.5763
"Santa Fe","core",0.6268
"Santa Fe","core",0.5246
"Santa Fe","core",0.6133
"Santa Fe","core",0.5543
"Santa Fe","core",0.6581
"Santa Fe","core",0.5807
"Santa Fe","core",0.6088
"Santa Fe","core",0.6227
"Santa Fe","core",0.4393
"Santa Fe","core",0.3871
"Santa Fe","core",0.5192
"Santa Fe","core",0.4742
"Santa Fe","core",0.4495
"Santa Fe","core",0.5903
"Santa Fe","core",0.5878
"Santa Fe","core",0.481
"Santa Fe","core",0.4436
"Santa Fe","core",0.4908
"Santa Fe","core",0.4932
"Santa Fe","core",0.5917
"Santa Fe","core",0.5678
"Santa Fe","core",0.5655
"Santa Fe","core",0.6001
"Santa Fe","core",0.541
"Santa Fe","core",0.5261
"Santa Fe","core",0.3303
"Santa Fe","core",0.4236
"Santa Fe","core",0.3069
"Santa Fe","core",0.3881
"Santa Fe","core",0.6041
"Santa Fe","core",0.6335
"Santa Fe","core",0.4198
"Santa Fe","core",0.6023
"Santa Fe","core",0.5222
"Santa Fe","core",0.7662
"Santa Fe","core",0.5721
"Santa Fe","core",0.4063
"Santa Fe","core",0.5386
"Santa Fe","core",0.7
"Santa Fe","core",0.5646
"Santa Fe","core",0.5124
"Santa Fe","core",0.5462
"Santa Fe","core",0.5558
"Santa Fe","core",0.4307
"Santa Fe","core",0.5663
"Santa Fe","core",0.5683
"Santa Fe","core",0.4096
"Santa Fe","core",0.5838
"Santa Fe","core",0.6085
"Santa Fe","core",0.5326
"Santa Fe","core",0.591
"Santa Fe","core",0.7005
"Santa Fe","core",0.5488
"Santa Fe","core",0.4661
"Mendoza","core",0.5345
"Mendoza","core",0.575
"Mendoza","core",0.5954
"Mendoza","core",0.5314
"Mendoza","core",0.4068
"Mendoza","core",0.521
"Mendoza","core",0.5622
"Mendoza","core",0.4527
"Mendoza","core",0.5834
"Mendoza","core",0.4383
"Mendoza","core",0.4877
"Mendoza","core",0.5677
"Mendoza","core",0.4526
"Mendoza","core",0.5384
"Mendoza","core",0.401
"Mendoza","core",0.5552
"Mendoza","core",0.5654
"Mendoza","core",0.35
"Mendoza","core",0.4707
"Mendoza","core",0.4095
"Mendoza","core",0.4204
"Mendoza","core",0.5552
"Mendoza","core",0.5715
"Mendoza","core",0.3122
"Mendoza","core",0.619
"Mendoza","core",0.2882
"Mendoza","core",0.4802
"Mendoza","core",0.6226
"Mendoza","core",0.6215
"Mendoza","core",0.4608
"Mendoza","core",0.6261
"Mendoza","core",0.264
"Mendoza","core",0.6406
"Mendoza","core",0.5855
"Mendoza","core",0.607
"Mendoza","core",0.5067
"Mendoza","core",0.5209
"Mendoza","core",0.5405
"Mendoza","core",0.393
"Mendoza","core",0.5593
"Mendoza","core",0.5868
"Mendoza","core",0.6344
"Mendoza","core",0.5022
"Mendoza","core",0.3556
"Mendoza","core",0.4604
"Mendoza","core",0.368
"Mendoza","core",0.3634
"Mendoza","core",0.6006
"Mendoza","core",0.3924
"Mendoza","core",0.4339
"Mendoza","core",0.5656
"Mendoza","core",0.5655
"Mendoza","core",0.4713
"Mendoza","core",0.5594
"Mendoza","core",0.3861
"Mendoza","core",0.3687
"Mendoza","core",0.5731
"Mendoza","core",0.5526
"Mendoza","core",0.5895
"Mendoza","core",0.5259
"Mendoza","core",0.6022
"Mendoza","core",0.5448
"Mendoza","core",0.5746
"Mendoza","core",0.522
"Mendoza","core",0.5332
"Mendoza","core",0.4398
"Mendoza","core",0.4594
"Mendoza","core",0.438
"Mendoza","core",0.6122
"Mendoza","core",0.5218
"Mendoza","core",0.6901
"Mendoza","core",0.5808
"Mendoza","core",0.6549
"Mendoza","core",0.5859
"Mendoza","core",0.499
"Mendoza","core",0.4998
"Mendoza","core",0.5327
"Mendoza","core",0.6188
"Mendoza","core",0.5042
"Mendoza","core",0.3666
"Mendoza","core",0.4013
"Mendoza","core",0.3864
"Mendoza","core",0.405
"Mendoza","core",0.6145
"Mendoza","core",0.5807
"Mendoza","core",0.4314
"Mendoza","core",0.4882
"Mendoza","core",0.4796
"Mendoza","core",0.681
"Mendoza","core",0.4575
"Mendoza","core",0.6737
"Mendoza","core",0.6716
"Mendoza","core",0.4109
"Mendoza","core",0.4952
"Mendoza","core",0.3838
"Mendoza","core",0.5123
"Mendoza","core",0.4787
"Mendoza","core",0.482
"Mendoza","core",0.394
"Mendoza","core",0.5764
"Mendoza","core",0.5397
"Mendoza","core",0.6998
"Mendoza","core",0.5974
"Mendoza","core",0.4741
"Mendoza","core",0.4109
"Mendoza","core",0.5132
"Mendoza","core",0.5335
"Mendoza","core",0.5801
"Mendoza","core",0.644
"Mendoza","core",0.3897
"Mendoza","core",0.6493
"Mendoza","core",0.6749
"Mendoza","core",0.4758
"Mendoza","core",0.3135
"Mendoza","core",0.5232
"Mendoza","core",0.5726
"Mendoza","core",0.6229
"Mendoza","core",0.4567
"Mendoza","core",0.5653
"Mendoza","core",0.7089
"Mendoza","core",0.487
"Mendoza","core",0.6376
"Mendoza","core",0.4166
"Mendoza","core",0.6457
"Mendoza","core",0.6005
"Mendoza","core",0.4828
"Mendoza","core",0.5124
"Mendoza","core",0.463
"Mendoza","core",0.3507
"Mendoza","core",0.6193
"Mendoza","core",0.4025
"Mendoza","core",0.5857
"Mendoza","core",0.3556
"Mendoza","core",0.637
"Mendoza","core",0.4712
"Mendoza","core",0.4756
"Mendoza","core",0.5436
"Mendoza","core",0.5652
"Mendoza","core",0.6285
"Mendoza","core",0.6501
"Mendoza","core",0.3749
"Mendoza","core",0.4433
"Mendoza","core",0.4431
"Mendoza","core",0.3918
"Mendoza","core",0.4619
"Mendoza","core",0.6741
"Mendoza","core",0.5048
"Mendoza","core",0.5345
"Mendoza","core",0.3969
"Mendoza","core",0.4311
"Mendoza","core",0.6427
"Mendoza","core",0.3101
"Mendoza","core",0.4991
"Mendoza","core",0.3962
"Mendoza","core",0.3531
"Mendoza","core",0.5159
"Mendoza","core",0.4903
"Mendoza","core",0.5281
"Mendoza","core",0.5049
"Mendoza","core",0.4731
"Mendoza","core",0.3072
"Mendoza","core",0.6801
"Mendoza","core",0.48
"Mendoza","core",0.5157
"Mendoza","core",0.6091
"Mendoza","core",0.3319
"Mendoza","core",0.6862
"Mendoza","core",0.5859
"Mendoza","core",0.6394
"Mendoza","core",0.5178
"Mendoza","core",0.6395
"Mendoza","core",0.515
"Mendoza","core",0.5987
"Mendoza","core",0.3358
"Mendoza","core",0.5982
"Mendoza","core",0.6383
"Mendoza","core",0.6352
"Mendoza","core",0.5967
"Mendoza","core",0.4427
"Mendoza","core",0.409
"Mendoza","core",0.4818
"Mendoza","core",0.6064
"Mendoza","core",0.6164
"Mendoza","core",0.29
"Mendoza","core",0.4352
"Mendoza","core",0.5572
"Mendoza","core",0.5627
"Mendoza","core",0.6403
"Mendoza","core",0.4762
"Mendoza","core",0.5692
"Mendoza","core",0.5917
"Mendoza","core",0.4636
"Mendoza","core",0.6511
"Mendoza","core",0.5959
"Mendoza","core",0.5363
"Mendoza","core",0.4543
"Mendoza","core",0.451
"Mendoza","core",0.4529
"Mendoza","core",0.5214
"Mendoza","core",0.552
"Mendoza","core",0.5833
"Mendoza","core",0.577
"Mendoza","core",0.4833
"Mendoza","core",0.5046
"Mendoza","core",0.6208
"Mendoza","core",0.6175
"Mendoza","core",0.5085
"Mendoza","core",0.5501
"Mendoza","core",0.4425
"Mendoza","core",0.6617
"Mendoza","core",0.522
"Mendoza","core",0.5009
"Mendoza","core",0.4187
"Mendoza","core",0.6452
"Mendoza","core",0.5308
"Mendoza","core",0.576
"Mendoza","core",0.5717
"Mendoza","core",0.6353
"Mendoza","core",0.5146
"Mendoza","core",0.6509
"Mendoza","core",0.635
"Mendoza","core",0.5804
"Mendoza","core",0.5743
"Mendoza","core",0.4685
"Mendoza","core",0.4098
"Mendoza","core",0.5547
"Mendoza","core",0.6626
"Mendoza","core",0.413
"Mendoza","core",0.6253
"Mendoza","core",0.5065
"Mendoza","core",0.6112
"Mendoza","core",0.5216
"Mendoza","core",0.4017
"Mendoza","core",0.47
"Mendoza","core",0.4779
"Mendoza","core",0.4465
"Mendoza","core",0.4458
"Mendoza","core",0.4616
"Mendoza","core",0.3675
"Mendoza","core",0.2858
"Mendoza","core",0.6191
"Mendoza","core",0.6343
"Mendoza","core",0.6153
"Mendoza","core",0.6074
"Mendoza","core",0.5275
"Mendoza","core",0.574
"Mendoza","core",0.5323
"Mendoza","core",0.572
"Mendoza","core",0.5476
"Mendoza","core",0.2768
"Mendoza","core",0.4648
"Mendoza","core",0.4754
"Mendoza","core",0.4537
"Mendoza","core",0.5014
"Mendoza","core",0.5627
"Mendoza","core",0.6817
"Mendoza","core",0.5628
"Mendoza","core",0.561
"Mendoza","core",0.7392
"Mendoza","core",0.6596
"Mendoza","core",0.6071
"Mendoza","core",0.5544
"Mendoza","core",0.3446
"Mendoza","core",0.428
"Mendoza","core",0.3788
"Mendoza","core",0.5475
"Mendoza","core",0.6914
"Mendoza","core",0.5533
"Mendoza","core",0.6876
"Mendoza","core",0.4913
"Mendoza","core",0.5567
"Mendoza","core",0.5172
"Mendoza","core",0.478
"Mendoza","core",0.4316
"Mendoza","core",0.5314
"Mendoza","core",0.5688
"Mendoza","core",0.4657
"Mendoza","core",0.5497
"Mendoza","core",0.5914
"Mendoza","core",0.4644
"Mendoza","core",0.4784
"Mendoza","core",0.6426
"Mendoza","core",0.5833
"Mendoza","core",0.4403
"Mendoza","core",0.6068
"Mendoza","core",0.7091
"Mendoza","core",0.32
"Mendoza","core",0.5535
"Mendoza","core",0.3402
"Mendoza","core",0.503
"Mendoza","core",0.4295
"Mendoza","core",0.6069
"Mendoza","core",0.4037
"Mendoza","core",0.5915
"Mendoza","core",0.4214
"Mendoza","core",0.6219
"Mendoza","core",0.5095
"Mendoza","core",0.5076
"Mendoza","core",0.6055
"Mendoza","core",0.5404
"Chubut","middle",0.5481
"Chubut","middle",0.5017
"Chubut","middle",0.6026
"Chubut","middle",0.5183
"Chubut","middle",0.3793
"Chubut","middle",0.2929
"Chubut","middle",0.2786
"Chubut","middle",0.3246
"Chubut","middle",0.6185
"Chubut","middle",0.356
"Chubut","middle",0.6722
"Chubut","middle",0.6265
"Chubut","middle",0.6558
"Chubut","middle",0.5253
"Chubut","middle",0.6387
"Chubut","middle",0.6341
"Chubut","middle",0.5208
"Chubut","middle",0.4417
"Chubut","middle",0.4724
"Chubut","middle",0.329
"Chubut","middle",0.4707
"Chubut","middle",0.3971
"Chubut","middle",0.3276
"Chubut","middle",0.6038
"Chubut","middle",0.3271
"Chubut","middle",0.6022
"Chubut","middle",0.6183
"Chubut","middle",0.5596
"Chubut","middle",0.6774
"Chubut","middle",0.4652
"Chubut","middle",0.4576
"Chubut","middle",0.4181
"Chubut","middle",0.3707
"Chubut","middle",0.4284
"Chubut","middle",0.4404
"Chubut","middle",0.4466
"Chubut","middle",0.3134
"Chubut","middle",0.6895
"Chubut","middle",0.5103
"Chubut","middle",0.4572
"Chubut","middle",0.2791
"Chubut","middle",0.6574
"Chubut","middle",0.5983
"Chubut","middle",0.4276
"Chubut","middle",0.3746
"Chubut","middle",0.2319
"Chubut","middle",0.2668
"Chubut","middle",0.6861
"Chubut","middle",0.6376
"Chubut","middle",0.6008
"Chubut","middle",0.5507
"Chubut","middle",0.6831
"Chubut","middle",0.4336
"Chubut","middle",0.4842
"Chubut","middle",0.5049
"Chubut","middle",0.6882
"Chubut","middle",0.5013
"Chubut","middle",0.3424
"Chubut","middle",0.5445
"Chubut","middle",0.5687
"Chubut","middle",0.5645
"Chubut","middle",0.5305
"Chubut","middle",0.3119
"Chubut","middle",0.6213
"Chubut","middle",0.5598
"Chubut","middle",0.4733
"Chubut","middle",0.4153
"Chubut","middle",0.5208
"Chubut","middle",0.3029
"Chubut","middle",0.4374
"Chubut","middle",0.3242
"Chubut","middle",0.3029
"Chubut","middle",0.4017
"Chubut","middle",0.6852
"Chubut","middle",0.3017
"Chubut","middle",0.6408
"Chubut","middle",0.661
"Chubut","middle",0.3111
"Chubut","middle",0.4035
"Chubut","middle",0.5189
"Chubut","middle",0.4083
"Chubut","middle",0.5105
"Chubut","middle",0.2935
"Chubut","middle",0.2762
"Chubut","middle",0.5256
"Chubut","middle",0.3591
"Chubut","middle",0.6196
"Chubut","middle",0.4659
"Chubut","middle",0.5024
"Chubut","middle",0.4734
"Chubut","middle",0.6624
"Chubut","middle",0.3938
"Chubut","middle",0.4291
"Chubut","middle",0.676
"Chubut","middle",0.2901
"Chubut","middle",0.3735
"Chubut","middle",0.6263
"Chubut","middle",0.5147
"Chubut","middle",0.3395
"Chubut","middle",0.7049
"Chubut","middle",0.2413
"Chubut","middle",0.4187
"Chubut","middle",0.5812
"Chubut","middle",0.2026
"Chubut","middle",0.6117
"Chubut","middle",0.3067
"Chubut","middle",0.6273
"Chubut","middle",0.528
"Chubut","middle",0.5409
"Chubut","middle",0.3079
"Chubut","middle",0.5674
"Chubut","middle",0.5178
"Chubut","middle",0.1716
"Chubut","middle",0.5805
"Chubut","middle",0.4467
"Chubut","middle",0.6448
"Chubut","middle",0.4325
"Chubut","middle",0.4192
"Chubut","middle",0.3447
"Chubut","middle",0.3474
"Chubut","middle",0.3162
"Chubut","middle",0.3377
"Chubut","middle",0.672
"Chubut","middle",0.5695
"Chubut","middle",0.497
"Chubut","middle",0.2896
"Chubut","middle",0.5612
"Chubut","middle",0.3886
"Chubut","middle",0.6605
"Chubut","middle",0.2833
"Chubut","middle",0.318
"Chubut","middle",0.3215
"Chubut","middle",0.378
"Chubut","middle",0.5319
"Chubut","middle",0.568
"Chubut","middle",0.3615
"Chubut","middle",0.564
"Chubut","middle",0.3754
"Chubut","middle",0.3755
"Chubut","middle",0.4813
"Chubut","middle",0.4284
"Chubut","middle",0.5892
"Chubut","middle",0.2329
"Chubut","middle",0.5253
"Chubut","middle",0.5543
"Chubut","middle",0.5194
"Chubut","middle",0.3813
"Chubut","middle",0.4826
"Chubut","middle",0.6116
"Chubut","middle",0.285
"Chubut","middle",0.3855
"Chubut","middle",0.3727
"Chubut","middle",0.5407
"Chubut","middle",0.4558
"Chubut","middle",0.4151
"Chubut","middle",0.6248
"Chubut","middle",0.4744
"Chubut","middle",0.587
"Chubut","middle",0.4719
"Chubut","middle",0.6216
"Chubut","middle",0.4326
"Chubut","middle",0.5851
"Chubut","middle",0.442
"Chubut","middle",0.4535
"Chubut","middle",0.6148
"Chubut","middle",0.5041
"Chubut","middle",0.4381
"Chubut","middle",0.2805
"Chubut","middle",0.2904
"Chubut","middle",0.4009
"Chubut","middle",0.2784
"Chubut","middle",0.5075
"Chubut","middle",0.5851
"Chubut","middle",0.4138
"Chubut","middle",0.5677
"Chubut","middle",0.6624
"Chubut","middle",0.5036
"Chubut","middle",0.4231
"Chubut","middle",0.4885
"Chubut","middle",0.278
"Chubut","middle",0.4593
"Chubut","middle",0.5788
"Chubut","middle",0.4729
"Chubut","middle",0.5418
"Chubut","middle",0.4935
"Chubut","middle",0.6594
"Chubut","middle",0.5236
"Chubut","middle",0.4936
"Chubut","middle",0.3604
"Chubut","middle",0.6427
"Chubut","middle",0.3641
"Chubut","middle",0.3801
"Chubut","middle",0.4786
"Chubut","middle",0.5517
"Chubut","middle",0.2808
"Chubut","middle",0.3685
"Chubut","middle",0.358
"Chubut","middle",0.6165
"Chubut","middle",0.4453
"Chubut","middle",0.4246
"Chubut","middle",0.3
"Chubut","middle",0.3806
"Chubut","middle",0.4318
"Chubut","middle",0.5783
"Chubut","middle",0.3655
"Chubut","middle",0.6673
"Chubut","middle",0.6313
"Chubut","middle",0.335
"Chubut","middle",0.6445
"Chubut","middle",0.492
"Chubut","middle",0.5178
"Chubut","middle",0.5219
"Chubut","middle",0.2284
"Chubut","middle",0.6797
"Chubut","middle",0.1725
"Chubut","middle",0.415
"Chubut","middle",0.4876
"Chubut","middle",0.3199
"Chubut","middle",0.2837
"Chubut","middle",0.5598
"Chubut","middle",0.4537
"Chubut","middle",0.205
"Chubut","middle",0.7148
"Chubut","middle",0.3774
"Chubut","middle",0.4708
"Chubut","middle",0.4382
"Chubut","middle",0.2978
"Chubut","middle",0.5631
"Chubut","middle",0.5801
"Chubut","middle",0.4243
"Chubut","middle",0.5684
"Chubut","middle",0.4405
"Chubut","middle",0.3767
"Chubut","middle",0.3715
"Chubut","middle",0.1935
"Chubut","middle",0.5712
"Chubut","middle",0.587
"Chubut","middle",0.5421
"Chubut","middle",0.4746
"Chubut","middle",0.5959
"Chubut","middle",0.581
"Chubut","middle",0.373
"Chubut","middle",0.4921
"Chubut","middle",0.3885
"Chubut","middle",0.3274
"Chubut","middle",0.3614
"Chubut","middle",0.6209
"Chubut","middle",0.5977
"Chubut","middle",0.3502
"Chubut","middle",0.4041
"Chubut","middle",0.4536
"Chubut","middle",0.4282
"Chubut","middle",0.3786
"Chubut","middle",0.4152
"Chubut","middle",0.6568
"Chubut","middle",0.375
"Chubut","middle",0.255
"Chubut","middle",0.2995
"Chubut","middle",0.4411
"Chubut","middle",0.5828
"Chubut","middle",0.5206
"Chubut","middle",0.3625
"Chubut","middle",0.3577
"Chubut","middle",0.5901
"Chubut","middle",0.659
"Chubut","middle",0.4335
"Chubut","middle",0.254
"Chubut","middle",0.5393
"Chubut","middle",0.4649
"Chubut","middle",0.3619
"Chubut","middle",0.6064
"Chubut","middle",0.5111
"Chubut","middle",0.483
"Chubut","middle",0.6784
"Chubut","middle",0.5009
"Chubut","middle",0.4585
"Chubut","middle",0.5629
"Chubut","middle",0.4501
"Chubut","middle",0.6451
"Chubut","middle",0.2441
"Chubut","middle",0.5566
"Chubut","middle",0.5121
"Chubut","middle",0.5923
"Chubut","middle",0.5933
"Chubut","middle",0.4885
"Chubut","middle",0.5853
"Chubut","middle",0.6138
"Chubut","middle",0.6649
"Chubut","middle",0.3233
"Chubut","middle",0.2062
"Chubut","middle",0.508
"Chubut","middle",0.4106
"Chubut","middle",0.338
"Chubut","middle",0.5835
"Chubut","middle",0.5009
"Chubut","middle",0.6003
"Chubut","middle",0.2382
"Chubut","middle",0.3688
"Chubut","middle",0.247
"Chubut","middle",0.5961
"Misiones","outer",0.4715
"Misiones","outer",0.5604
"Misiones","outer",0.3819
"Misiones","outer",0.3703
"Misiones","outer",0.4994
"Misiones","outer",0.5598
"Misiones","outer",0.5279
"Misiones","outer",0.3799
"Misiones","outer",0.3029
"Misiones","outer",0.3649
"Misiones","outer",0.5259
"Misiones","outer",0.4696
"Misiones","outer",0.4831
"Misiones","outer",0.1966
"Misiones","outer",0.5041
"Misiones","outer",0.449
"Misiones","outer",0.3749
"Misiones","outer",0.3371
"Misiones","outer",0.6823
"Misiones","outer",0.3212
"Misiones","outer",0.4267
"Misiones","outer",0.5108
"Misiones","outer",0.3929
"Misiones","outer",0.6503
"Misiones","outer",0.4344
"Misiones","outer",0.3911
"Misiones","outer",0.4047
"Misiones","outer",0.3889
"Misiones","outer",0.581
"Misiones","outer",0.338
"Misiones","outer",0.4046
"Misiones","outer",0.4426
"Misiones","outer",0.1953
"Misiones","outer",0.7288
"Misiones","outer",0.4502
"Misiones","outer",0.6099
"Misiones","outer",0.7031
"Misiones","outer",0.4626
"Misiones","outer",0.3429
"Misiones","outer",0.2644
"Misiones","outer",0.3008
"Misiones","outer",0.4604
"Misiones","outer",0.5203
"Misiones","outer",0.3294
"Misiones","outer",0.4547
"Misiones","outer",0.2966
"Misiones","outer",0.441
"Misiones","outer",0.2629
"Misiones","outer",0.3578
"Misiones","outer",0.659
"Misiones","outer",0.4298
"Misiones","outer",0.4807
"Misiones","outer",0.5285
"Misiones","outer",0.4707
"Misiones","outer",0.6007
"Misiones","outer",0.4983
"Misiones","outer",0.3322
"Misiones","outer",0.4488
"Misiones","outer",0.439
"Misiones","outer",0.4006
"Misiones","outer",0.395
"Misiones","outer",0.3467
"Misiones","outer",0.3273
"Misiones","outer",0.3706
"Misiones","outer",0.5217
"Misiones","outer",0.3309
"Misiones","outer",0.2604
"Misiones","outer",0.3596
"Misiones","outer",0.4293
"Misiones","outer",0.2419
"Misiones","outer",0.5274
"Misiones","outer",0.3754
"Misiones","outer",0.4244
"Misiones","outer",0.4726
"Misiones","outer",0.3735
"Misiones","outer",0.3427
"Misiones","outer",0.2827
"Misiones","outer",0.6394
"Misiones","outer",0.4294
"Misiones","outer",0.3176
"Misiones","outer",0.3586
"Misiones","outer",0.3489
"Misiones","outer",0.5265
"Misiones","outer",0.3786
"Misiones","outer",0.4279
"Misiones","outer",0.4587
"Misiones","outer",0.5998
"Misiones","outer",0.3428
"Misiones","outer",0.4243
"Misiones","outer",0.5202
"Misiones","outer",0.4472
"Misiones","outer",0.2942
"Misiones","outer",0.3955
"Misiones","outer",0.4903
"Misiones","outer",0.4263
"Misiones","outer",0.5167
"Misiones","outer",0.2755
"Misiones","outer",0.3449
"Misiones","outer",0.4463
"Misiones","outer",0.3904
"Misiones","outer",0.3388
"Misiones","outer",0.4007
"Misiones","outer",0.5187
"Misiones","outer",0.3841
"Misiones","outer",0.4056
"Misiones","outer",0.4691
"Misiones","outer",0.373
"Misiones","outer",0.2233
"Misiones","outer",0.4795
"Misiones","outer",0.3477
"Misiones","outer",0.4015
"Misiones","outer",0.5574
"Misiones","outer",0.3308
"Misiones","outer",0.5057
"Misiones","outer",0.2504
"Misiones","outer",0.4428
"Misiones","outer",0.3614
"Misiones","outer",0.4036
"Misiones","outer",0.3011
"Misiones","outer",0.4536
"Misiones","outer",0.5913
"Misiones","outer",0.521
"Misiones","outer",0.3681
"Misiones","outer",0.4062
"Misiones","outer",0.32
"Misiones","outer",0.3591
"Misiones","outer",0.3618
"Misiones","outer",0.3914
"Misiones","outer",0.5371
"Misiones","outer",0.4343
"Misiones","outer",0.5245
"Misiones","outer",0.2276
"Misiones","outer",0.424
"Misiones","outer",0.3736
"Misiones","outer",0.3182
"Misiones","outer",0.229
"Misiones","outer",0.6591
"Misiones","outer",0.4488
"Misiones","outer",0.2142
"Misiones","outer",0.2664
"Misiones","outer",0.5337
"Misiones","outer",0.5034
"Misiones","outer",0.4578
"Misiones","outer",0.2865
"Misiones","outer",0.5066
"Misiones","outer",0.2998
"Misiones","outer",0.3397
"Misiones","outer",0.369
"Misiones","outer",0.3543
"Misiones","outer",0.4248
"Misiones","outer",0.4876
"Misiones","outer",0.3363
"Misiones","outer",0.4835
"Misiones","outer",0.4719
"Misiones","outer",0.4693
"Misiones","outer",0.4558
"Misiones","outer",0.4027
"Misiones","outer",0.3224
"Misiones","outer",0.5425
"Misiones","outer",0.3575
"Misiones","outer",0.367
"Misiones","outer",0.4818
"Misiones","outer",0.2855
"Misiones","outer",0.6333
"Misiones","outer",0.2671
"Misiones","outer",0.4907
"Misiones","outer",0.2983
"Misiones","outer",0.3493
"Misiones","outer",0.5475
"Misiones","outer",0.5159
"Misiones","outer",0.3929
"Misiones","outer",0.4699
"Misiones","outer",0.4344
"Misiones","outer",0.5633
"Misiones","outer",0.5263
"Misiones","outer",0.3502
"Misiones","outer",0.4239
"Misiones","outer",0.3583
"Misiones","outer",0.2866
"Misiones","outer",0.2946
"Misiones","outer",0.3679
"Misiones","outer",0.5504
"Misiones","outer",0.4544
"Misiones","outer",0.4729
"Misiones","outer",0.4523
"Misiones","outer",0.3858
"Misiones","outer",0.2964
