"provincia","estrato","rv"
"Santa Fe","core",0.3424
"Santa Fe","core",0.404
"Santa Fe","core",0.632
"Santa Fe","core",0.3978
"Santa Fe","core",0.4217
"Santa Fe","core",0.4983
"Santa Fe","core",0.4026
"Santa Fe","core",0.3071
"Santa Fe","core",0.3254
"Santa Fe","core",0.4268
"Santa Fe","core",0.6205
"Santa Fe","core",0.4931
"Santa Fe","core",0.4087
"Santa Fe","core",0.6164
"Santa Fe","core",0.547
"Santa Fe","core",0.3257
"Santa Fe","core",0.459
"Santa Fe","core",0.4225
"Santa Fe","core",0.6035
"Santa Fe","core",0.4784
"Santa Fe","core",0.479
"Santa Fe","core",0.6419
"Santa Fe","core",0.4542
"Santa Fe","core",0.6219
"Santa Fe","core",0.3855
"Santa Fe","core",0.5225
"Santa Fe","core",0.4494
"Santa Fe","core",0.5613
"Santa Fe","core",0.2707
"Santa Fe","core",0.5259
"Santa Fe","core",0.4321
"Santa Fe","core",0.3498
"Santa Fe","core",0.6147
"Santa Fe","core",0.3799
"Santa Fe","core",0.4799
"Santa Fe","core",0.5479
"Santa Fe","core",0.6662
"Santa Fe","core",0.4983
"Santa Fe","core",0.2767
"Santa Fe","core",0.6133
"Santa Fe","core",0.2846
"Santa Fe","core",0.6647
"Santa Fe","core",0.1951
"Santa Fe","core",0.4305
"Santa Fe","core",0.3124
"Santa Fe","core",0.5336
"Santa Fe","core",0.5062
"Santa Fe","core",0.5736
"Santa Fe","core",0.445
"Santa Fe","core",0.2177
"Santa Fe","core",0.606
"Santa Fe","core",0.5497
"Santa Fe","core",0.4538
"Santa Fe","core",0.2505
"Santa Fe","core",0.5349
"Santa Fe","core",0.5553
"Santa Fe","core",0.2893
"Santa Fe","core",0.3556
"Santa Fe","core",0.6199
"Santa Fe","core",0.4743
"Santa Fe","core",0.3786
"Santa Fe","core",0.5827
"Santa Fe","core",0.4814
"Santa Fe","core",0.6081
"Santa Fe","core",0.6443
"Santa Fe","core",0.4744
"Santa Fe","core",0.3282
"Santa Fe","core",0.5352
"Santa Fe","core",0.5232
"Santa Fe","core",0.61
"Santa Fe","core",0.5205
"Santa Fe","core",0.3028
"Santa Fe","core",0.4042
"Santa Fe","core",0.3415
"Santa Fe","core",0.547
"Santa Fe","core",0.2964
"Santa Fe","core",0.5606
"Santa Fe","core",0.5516
"Santa Fe","core",0.6229
"Santa Fe","core",0.5184
"Santa Fe","core",0.2751
"Santa Fe","core",0.2768
"Santa Fe","core",0.2736
"Santa Fe","core",0.5312
"Santa Fe","core",0.4348
"Santa Fe","core",0.2785
"Santa Fe","core",0.5193
"Santa Fe","core",0.3953
"Santa Fe","core",0.2944
"Santa Fe","core",0.4008
"Santa Fe","core",0.4455
"Santa Fe","core",0.4074
"Santa Fe","core",0.5148
"Santa Fe","core",0.6041
"Santa Fe","core",0.4015
"Santa Fe","core",0.4413
"Santa Fe","core",0.3868
"Santa Fe","core",0.2201
"Santa Fe","core",0.5793
"Santa Fe","core",0.1857
"Santa Fe","core",0.5053
"Santa Fe","core",0.3342
"Santa Fe","core",0.4819
"Santa Fe","core",0.5162
"Santa Fe","core",0.5388
"Santa Fe","core",0.6302
"Santa Fe","core",0.3804
"Santa Fe","core",0.4165
"Santa Fe","core",0.501
"Santa Fe","core",0.34
"Santa Fe","core",0.5625
"Santa Fe","core",0.4979
"Santa Fe","core",0.3665
"Santa Fe","core",0.4007
"Santa Fe","core",0.4107
"Santa Fe","core",0.597
"Santa Fe","core",0.5672
"Santa Fe","core",0.4885
"Santa Fe","core",0.405
"Santa Fe","core",0.6043
"Santa Fe","core",0.5532
"Santa Fe","core",0.3098
"Santa Fe","core",0.3992
"Santa Fe","core",0.2661
"Santa Fe","core",0.4642
"Santa Fe","core",0.3667
"Santa Fe","core",0.2889
"Santa Fe","core",0.5233
"Santa Fe","core",0.4767
"Santa Fe","core",0.4227
"Santa Fe","core",0.2957
"Santa Fe","core",0.2943
"Santa Fe","core",0.5507
"Santa Fe","core",0.2304
"Santa Fe","core",0.5872
"Santa Fe","core",0.6022
"Santa Fe","core",0.4595
"Santa Fe","core",0.4414
"Santa Fe","core",0.581
"Santa Fe","core",0.4549
"Santa Fe","core",0.3837
"Santa Fe","core",0.5685
"Santa Fe","core",0.4797
"Santa Fe","core",0.4758
"Santa Fe","core",0.4349
"Santa Fe","core",0.3938
"Santa Fe","core",0.4969
"Santa Fe","core",0.3333
"Santa Fe","core",0.5216
"Santa Fe","core",0.4367
"Santa Fe","core",0.5224
"Santa Fe","core",0.3749
"Santa Fe","core",0.5423
"Santa Fe","core",0.5399
"Santa Fe","core",0.4675
"Santa Fe","core",0.6138
"Santa Fe","core",0.3954
"Santa Fe","core",0.4321
"Santa Fe","core",0.5719
"Santa Fe","core",0.481
"Santa Fe","core",0.515
"Santa Fe","core",0.4466
"Santa Fe","core",0.2924
"Santa Fe","core",0.4734
"Santa Fe","core",0.3954
"Santa Fe","core",0.2719
"Santa Fe","core",0.552
"Santa Fe","core",0.409
"Santa Fe","core",0.401
"Santa Fe","core",0.5858
"Santa Fe","core",0.5844
"Santa Fe","core",0.3782
"Santa Fe","core",0.5488
"Santa Fe","core",0.6246
"Santa Fe","core",0.3361
"Santa Fe","core",0.4424
"Santa Fe","core",0.5031
"Santa Fe","core",0.534
"Santa Fe","core",0.4868
"Santa Fe","core",0.474
"Santa Fe","core",0.7066
"Santa Fe","core",0.5159
"Santa Fe","core",0.4356
"Santa Fe","core",0.7334
"Santa Fe","core",0.5061
"Santa Fe","core",0.5499
"Santa Fe","core",0.5541
"Santa Fe","core",0.469
"Santa Fe","core",0.5592
"Santa Fe","core",0.4803
"Santa Fe","core",0.4857
"Santa Fe","core",0.6138
"Santa Fe","core",0.5706
"Santa Fe","core",0.3698
"Santa Fe","core",0.6847
"Santa Fe","core",0.2803
"Santa Fe","core",0.4039
"Santa Fe","core",0.5546
"Santa Fe","core",0.3254
"Santa Fe","core",0.4499
"Santa Fe","core",0.3152
"Santa Fe","core",0.3828
"Santa Fe","core",0.5568
"Santa Fe","core",0.3898
"Santa Fe","core",0.3598
"Santa Fe","core",0.5184
"Santa Fe","core",0.2971
"Santa Fe","core",0.4102
"Santa Fe","core",0.5246
"Santa Fe","core",0.4227
"Santa Fe","core",0.621
"Santa Fe","core",0.4315
"Santa Fe","core",0.4002
"Santa Fe","core",0.3514
"Santa Fe","core",0.284
"Santa Fe","core",0.5247
"Santa Fe","core",0.5774
"Santa Fe","core",0.2274
"Santa Fe","core",0.4234
"Santa Fe","core",0.5656
"Santa Fe","core",0.5287
"Santa Fe","core",0.4939
"Santa Fe","core",0.5973
"Santa Fe","core",0.4715
"Santa Fe","core",0.4882
"Mendoza","core",0.5135
"Mendoza","core",0.3866
"Mendoza","core",0.5266
"Mendoza","core",0.484
"Mendoza","core",0.3686
"Mendoza","core",0.437
"Mendoza","core",0.4465
"Mendoza","core",0.5461
"Mendoza","core",0.5215
"Mendoza","core",0.3473
"Mendoza","core",0.5461
"Mendoza","core",0.5406
"Mendoza","core",0.3254
"Mendoza","core",0.5442
"Mendoza","core",0.1519
"Mendoza","core",0.4666
"Mendoza","core",0.5362
"Mendoza","core",0.5167
"Mendoza","core",0.3762
"Mendoza","core",0.5056
"Mendoza","core",0.5237
"Mendoza","core",0.4979
"Mendoza","core",0.3655
"Mendoza","core",0.393
"Mendoza","core",0.6106
"Mendoza","core",0.4785
"Mendoza","core",0.5304
"Mendoza","core",0.4362
"Mendoza","core",0.5348
"Mendoza","core",0.3346
"Mendoza","core",0.3599
"Mendoza","core",0.5392
"Mendoza","core",0.5447
"Mendoza","core",0.4952
"Mendoza","core",0.3501
"Mendoza","core",0.397
"Mendoza","core",0.4865
"Mendoza","core",0.3024
"Mendoza","core",0.3883
"Mendoza","core",0.6957
"Mendoza","core",0.4117
"Mendoza","core",0.31
"Mendoza","core",0.454
"Mendoza","core",0.2519
"Mendoza","core",0.4616
"Mendoza","core",0.4793
"Mendoza","core",0.5683
"Mendoza","core",0.7461
"Mendoza","core",0.5569
"Mendoza","core",0.4316
"Mendoza","core",0.3603
"Mendoza","core",0.4294
"Mendoza","core",0.4984
"Mendoza","core",0.4279
"Mendoza","core",0.5044
"Mendoza","core",0.4451
"Mendoza","core",0.3947
"Mendoza","core",0.4843
"Mendoza","core",0.6727
"Mendoza","core",0.5135
"Mendoza","core",0.5798
"Mendoza","core",0.4012
"Mendoza","core",0.352
"Mendoza","core",0.4847
"Mendoza","core",0.309
"Mendoza","core",0.4732
"Mendoza","core",0.5985
"Mendoza","core",0.2956
"Mendoza","core",0.4833
"Mendoza","core",0.4803
"Mendoza","core",0.5937
"Mendoza","core",0.3634
"Mendoza","core",0.2787
"Mendoza","core",0.5971
"Mendoza","core",0.5378
"Mendoza","core",0.419
"Mendoza","core",0.31
"Mendoza","core",0.2966
"Mendoza","core",0.5366
"Mendoza","core",0.5492
"Mendoza","core",0.5141
"Mendoza","core",0.531
"Mendoza","core",0.553
"Mendoza","core",0.4311
"Mendoza","core",0.3069
"Mendoza","core",0.5809
"Mendoza","core",0.3413
"Mendoza","core",0.5356
"Mendoza","core",0.3217
"Mendoza","core",0.4541
"Mendoza","core",0.4183
"Mendoza","core",0.521
"Mendoza","core",0.5837
"Mendoza","core",0.4384
"Mendoza","core",0.5487
"Mendoza","core",0.4228
"Mendoza","core",0.5406
"Mendoza","core",0.6362
"Mendoza","core",0.6304
"Mendoza","core",0.5022
"Mendoza","core",0.6601
"Mendoza","core",0.442
"Mendoza","core",0.4585
"Mendoza","core",0.449
"Mendoza","core",0.4771
"Mendoza","core",0.6566
"Mendoza","core",0.4466
"Mendoza","core",0.3729
"Mendoza","core",0.408
"Mendoza","core",0.677
"Mendoza","core",0.4346
"Mendoza","core",0.4186
"Mendoza","core",0.4983
"Mendoza","core",0.4224
"Mendoza","core",0.452
"Mendoza","core",0.4573
"Mendoza","core",0.4309
"Mendoza","core",0.5037
"Mendoza","core",0.4734
"Mendoza","core",0.4905
"Mendoza","core",0.5903
"Mendoza","core",0.4438
"Mendoza","core",0.5101
"Mendoza","core",0.6115
"Mendoza","core",0.3092
"Mendoza","core",0.4539
"Mendoza","core",0.5955
"Mendoza","core",0.649
"Mendoza","core",0.4219
"Mendoza","core",0.4319
"Mendoza","core",0.5742
"Mendoza","core",0.553
"Mendoza","core",0.727
"Mendoza","core",0.3383
"Mendoza","core",0.4431
"Mendoza","core",0.3594
"Mendoza","core",0.6214
"Mendoza","core",0.4352
"Mendoza","core",0.3092
"Mendoza","core",0.5532
"Mendoza","core",0.4386
"Mendoza","core",0.4716
"Mendoza","core",0.4834
"Mendoza","core",0.4368
"Mendoza","core",0.2659
"Mendoza","core",0.5496
"Mendoza","core",0.3502
"Mendoza","core",0.426
"Mendoza","core",0.3784
"Mendoza","core",0.4471
"Mendoza","core",0.6249
"Mendoza","core",0.364
"Mendoza","core",0.3129
"Mendoza","core",0.3587
"Mendoza","core",0.4185
"Mendoza","core",0.4479
"Mendoza","core",0.1638
"Mendoza","core",0.4861
"Mendoza","core",0.5924
"Mendoza","core",0.4664
"Mendoza","core",0.4865
"Mendoza","core",0.3543
"Mendoza","core",0.5937
"Mendoza","core",0.5107
"Mendoza","core",0.4984
"Mendoza","core",0.6801
"Mendoza","core",0.5223
"Mendoza","core",0.5948
"Mendoza","core",0.5702
"Mendoza","core",0.4246
"Mendoza","core",0.2516
"Mendoza","core",0.5551
"Mendoza","core",0.475
"Mendoza","core",0.608
"Mendoza","core",0.5144
"Mendoza","core",0.5438
"Mendoza","core",0.5569
"Mendoza","core",0.5469
"Mendoza","core",0.4938
"Mendoza","core",0.4613
"Mendoza","core",0.321
"Mendoza","core",0.5814
"Mendoza","core",0.5242
"Mendoza","core",0.5166
"Mendoza","core",0.547
"Mendoza","core",0.4085
"Mendoza","core",0.4949
"Mendoza","core",0.4303
"Mendoza","core",0.5086
"Mendoza","core",0.3572
"Mendoza","core",0.5764
"Mendoza","core",0.4416
"Mendoza","core",0.3858
"Mendoza","core",0.3823
"Mendoza","core",0.4422
"Mendoza","core",0.7287
"Mendoza","core",0.4959
"Mendoza","core",0.6042
"Mendoza","core",0.4021
"Mendoza","core",0.5863
"Mendoza","core",0.4199
"Mendoza","core",0.474
"Mendoza","core",0.3626
"Mendoza","core",0.5512
"Mendoza","core",0.5737
"Mendoza","core",0.6407
"Mendoza","core",0.3396
"Mendoza","core",0.529
"Mendoza","core",0.3714
"Mendoza","core",0.4456
"Mendoza","core",0.2679
"Mendoza","core",0.4768
"Mendoza","core",0.452
"Mendoza","core",0.5775
"Mendoza","core",0.5686
"Mendoza","core",0.4938
"Mendoza","core",0.4697
"Mendoza","core",0.6528
"Mendoza","core",0.6137
"Mendoza","core",0.6011
"Mendoza","core",0.592
"Mendoza","core",0.4448
"Mendoza","core",0.4936
"Mendoza","core",0.5668
"Mendoza","core",0.5531
"Mendoza","core",0.5193
"Mendoza","core",0.3551
"Mendoza","core",0.5754
"Mendoza","core",0.6082
"Mendoza","core",0.416
"Mendoza","core",0.4188
"Mendoza","core",0.5312
"Mendoza","core",0.481
"Mendoza","core",0.3455
"Mendoza","core",0.4347
"Mendoza","core",0.5273
"Mendoza","core",0.3443
"Mendoza","core",0.4827
"Mendoza","core",0.4976
"Mendoza","core",0.564
"Mendoza","core",0.5399
"Mendoza","core",0.4182
"Mendoza","core",0.2673
"Mendoza","core",0.3537
"Mendoza","core",0.4001
"Mendoza","core",0.4333
"Mendoza","core",0.3883
"Mendoza","core",0.5019
"Mendoza","core",0.4374
"Mendoza","core",0.3454
"Mendoza","core",0.4838
"Mendoza","core",0.4943
"Mendoza","core",0.5251
"Mendoza","core",0.5927
"Mendoza","core",0.28
"Mendoza","core",0.6128
"Mendoza","core",0.5471
"Mendoza","core",0.6078
"Mendoza","core",0.414
"Mendoza","core",0.4355
"Mendoza","core",0.5677
"Mendoza","core",0.4543
"Mendoza","core",0.3796
"Mendoza","core",0.3593
"Mendoza","core",0.5534
"Mendoza","core",0.7085
"Mendoza","core",0.3951
"Mendoza","core",0.5027
"Mendoza","core",0.5459
"Mendoza","core",0.4638
"Mendoza","core",0.465
"Mendoza","core",0.4542
"Mendoza","core",0.5399
"Mendoza","core",0.5555
"Mendoza","core",0.4727
"Mendoza","core",0.5292
"Mendoza","core",0.4514
"Mendoza","core",0.5112
"Mendoza","core",0.5057
"Mendoza","core",0.5682
"Mendoza","core",0.5235
"Mendoza","core",0.4203
"Mendoza","core",0.5445
"Mendoza","core",0.4032
"Mendoza","core",0.2395
"Mendoza","core",0.5343
"Mendoza","core",0.5556
"Mendoza","core",0.4741
"Mendoza","core",0.4095
"Mendoza","core",0.4122
"Mendoza","core",0.583
"Mendoza","core",0.3454
"Mendoza","core",0.4356
"Mendoza","core",0.4257
"Mendoza","core",0.3986
"Mendoza","core",0.5365
"Mendoza","core",0.5813
"Mendoza","core",0.4223
"Mendoza","core",0.569
"Mendoza","core",0.4981
"Chubut","middle",0.4791
"Chubut","middle",0.609
"Chubut","middle",0.6693
"Chubut","middle",0.345
"Chubut","middle",0.3143
"Chubut","middle",0.5953
"Chubut","middle",0.6257
"Chubut","middle",0.2438
"Chubut","middle",0.5246
"Chubut","middle",0.2011
"Chubut","middle",0.1854
"Chubut","middle",0.3503
"Chubut","middle",0.2801
"Chubut","middle",0.5253
"Chubut","middle",0.5292
"Chubut","middle",0.7454
"Chubut","middle",0.499
"Chubut","middle",0.3476
"Chubut","middle",0.2145
"Chubut","middle",0.6182
"Chubut","middle",0.4531
"Chubut","middle",0.4389
"Chubut","middle",0.6345
"Chubut","middle",0.3858
"Chubut","middle",0.4388
"Chubut","middle",0.4438
"Chubut","middle",0.3705
"Chubut","middle",0.4903
"Chubut","middle",0.5063
"Chubut","middle",0.2029
"Chubut","middle",0.2986
"Chubut","middle",0.4989
"Chubut","middle",0.4095
"Chubut","middle",0.6194
"Chubut","middle",0.263
"Chubut","middle",0.7346
"Chubut","middle",0.3502
"Chubut","middle",0.5224
"Chubut","middle",0.3997
"Chubut","middle",0.378
"Chubut","middle",0.4942
"Chubut","middle",0.4158
"Chubut","middle",0.3825
"Chubut","middle",0.2824
"Chubut","middle",0.4099
"Chubut","middle",0.4346
"Chubut","middle",0.2587
"Chubut","middle",0.4241
"Chubut","middle",0.4042
"Chubut","middle",0.5634
"Chubut","middle",0.4538
"Chubut","middle",0.6776
"Chubut","middle",0.5142
"Chubut","middle",0.5773
"Chubut","middle",0.6002
"Chubut","middle",0.5996
"Chubut","middle",0.525
"Chubut","middle",0.4425
"Chubut","middle",0.195
"Chubut","middle",0.6319
"Chubut","middle",0.3584
"Chubut","middle",0.4119
"Chubut","middle",0.4165
"Chubut","middle",0.3821
"Chubut","middle",0.3426
"Chubut","middle",0.6432
"Chubut","middle",0.6434
"Chubut","middle",0.5471
"Chubut","middle",0.5901
"Chubut","middle",0.4848
"Chubut","middle",0.4551
"Chubut","middle",0.3019
"Chubut","middle",0.4918
"Chubut","middle",0.2757
"Chubut","middle",0.1546
"Chubut","middle",0.6697
"Chubut","middle",0.5026
"Chubut","middle",0.3437
"Chubut","middle",0.6486
"Chubut","middle",0.4972
"Chubut","middle",0.2244
"Chubut","middle",0.3538
"Chubut","middle",0.3105
"Chubut","middle",0.3616
"Chubut","middle",0.4478
"Chubut","middle",0.3926
"Chubut","middle",0.428
"Chubut","middle",0.5058
"Chubut","middle",0.2608
"Chubut","middle",0.4222
"Chubut","middle",0.2966
"Chubut","middle",0.5981
"Chubut","middle",0.59
"Chubut","middle",0.2506
"Chubut","middle",0.5829
"Chubut","middle",0.5713
"Chubut","middle",0.4017
"Chubut","middle",0.343
"Chubut","middle",0.291
"Chubut","middle",0.4893
"Chubut","middle",0.4107
"Chubut","middle",0.4359
"Chubut","middle",0.4629
"Chubut","middle",0.4346
"Chubut","middle",0.2424
"Chubut","middle",0.5235
"Chubut","middle",0.2929
"Chubut","middle",0.2468
"Chubut","middle",0.3855
"Chubut","middle",0.364
"Chubut","middle",0.6453
"Chubut","middle",0.5917
"Chubut","middle",0.4263
"Chubut","middle",0.6014
"Chubut","middle",0.2213
"Chubut","middle",0.5756
"Chubut","middle",0.3373
"Chubut","middle",0.2609
"Chubut","middle",0.2797
"Chubut","middle",0.479
"Chubut","middle",0.4732
"Chubut","middle",0.5417
"Chubut","middle",0.4535
"Chubut","middle",0.3657
"Chubut","middle",0.3204
"Chubut","middle",0.4853
"Chubut","middle",0.2429
"Chubut","middle",0.4716
"Chubut","middle",0.2707
"Chubut","middle",0.5823
"Chubut","middle",0.2995
"Chubut","middle",0.4639
"Chubut","middle",0.5947
"Chubut","middle",0.5005
"Chubut","middle",0.5113
"Chubut","middle",0.4165
"Chubut","middle",0.4459
"Chubut","middle",0.508
"Chubut","middle",0.4302
"Chubut","middle",0.5339
"Chubut","middle",0.5248
"Chubut","middle",0.5342
"Chubut","middle",0.3715
"Chubut","middle",0.5434
"Chubut","middle",0.558
"Chubut","middle",0.4506
"Chubut","middle",0.3948
"Chubut","middle",0.3832
"Chubut","middle",0.5442
"Chubut","middle",0.5598
"Chubut","middle",0.3539
"Chubut","middle",0.3596
"Chubut","middle",0.5193
"Chubut","middle",0.4172
"Chubut","middle",0.5888
"Chubut","middle",0.4112
"Chubut","middle",0.368
"Chubut","middle",0.3152
"Chubut","middle",0.4794
"Chubut","middle",0.4905
"Chubut","middle",0.5894
"Chubut","middle",0.3302
"Chubut","middle",0.3175
"Chubut","middle",0.4955
"Chubut","middle",0.5181
"Chubut","middle",0.3636
"Chubut","middle",0.368
"Chubut","middle",0.456
"Chubut","middle",0.6019
"Chubut","middle",0.482
"Chubut","middle",0.4402
"Chubut","middle",0.5162
"Chubut","middle",0.6945
"Chubut","middle",0.4991
"Chubut","middle",0.3201
"Chubut","middle",0.4917
"Chubut","middle",0.5496
"Chubut","middle",0.3235
"Chubut","middle",0.6893
"Chubut","middle",0.3885
"Chubut","middle",0.5155
"Chubut","middle",0.4121
"Chubut","middle",0.6188
"Chubut","middle",0.4854
"Chubut","middle",0.473
"Chubut","middle",0.5458
"Chubut","middle",0.2334
"Chubut","middle",0.2494
"Chubut","middle",0.4351
"Chubut","middle",0.5038
"Chubut","middle",0.3705
"Chubut","middle",0.4084
"Chubut","middle",0.3132
"Chubut","middle",0.4657
"Chubut","middle",0.2655
"Chubut","middle",0.4598
"Chubut","middle",0.4616
"Chubut","middle",0.3909
"Chubut","middle",0.3604
"Chubut","middle",0.6523
"Chubut","middle",0.3325
"Chubut","middle",0.6316
"Chubut","middle",0.3005
"Chubut","middle",0.5715
"Chubut","middle",0.5177
"Chubut","middle",0.6345
"Chubut","middle",0.2796
"Chubut","middle",0.5099
"Chubut","middle",0.325
"Chubut","middle",0.372
"Chubut","middle",0.4782
"Chubut","middle",0.6629
"Chubut","middle",0.3534
"Chubut","middle",0.5375
"Chubut","middle",0.629
"Chubut","middle",0.5716
"Chubut","middle",0.5364
"Chubut","middle",0.5084
"Chubut","middle",0.2812
"Chubut","middle",0.3516
"Chubut","middle",0.5946
"Chubut","middle",0.3425
"Chubut","middle",0.3901
"Chubut","middle",0.3211
"Chubut","middle",0.4566
"Chubut","middle",0.6176
"Chubut","middle",0.3282
"Chubut","middle",0.649
"Chubut","middle",0.2829
"Chubut","middle",0.5322
"Chubut","middle",0.6088
"Chubut","middle",0.4136
"Chubut","middle",0.5676
"Chubut","middle",0.4622
"Chubut","middle",0.6564
"Chubut","middle",0.5336
"Chubut","middle",0.3792
"Chubut","middle",0.4259
"Chubut","middle",0.2263
"Chubut","middle",0.2231
"Chubut","middle",0.6042
"Chubut","middle",0.243
"Chubut","middle",0.5343
"Chubut","middle",0.3603
"Chubut","middle",0.6301
"Chubut","middle",0.371
"Chubut","middle",0.3286
"Chubut","middle",0.4897
"Chubut","middle",0.3937
"Chubut","middle",0.3577
"Chubut","middle",0.571
"Chubut","middle",0.3939
"Chubut","middle",0.5096
"Chubut","middle",0.6157
"Chubut","middle",0.7141
"Chubut","middle",0.5267
"Chubut","middle",0.6334
"Chubut","middle",0.6345
"Chubut","middle",0.2443
"Chubut","middle",0.5431
"Chubut","middle",0.5608
"Chubut","middle",0.5471
"Chubut","middle",0.6076
"Chubut","middle",0.3039
"Chubut","middle",0.2393
"Chubut","middle",0.5456
"Chubut","middle",0.4001
"Chubut","middle",0.351
"Chubut","middle",0.4731
"Chubut","middle",0.2322
"Chubut","middle",0.3327
"Chubut","middle",0.4548
"Chubut","middle",0.2819
"Chubut","middle",0.3896
"Chubut","middle",0.5059
"Chubut","middle",0.4955
"Chubut","middle",0.5037
"Chubut","middle",0.4204
"Chubut","middle",0.3009
"Chubut","middle",0.3118
"Chubut","middle",0.5443
"Chubut","middle",0.4476
"Chubut","middle",0.3777
"Chubut","middle",0.2337
"Chubut","middle",0.2551
"Chubut","middle",0.363
"Chubut","middle",0.2014
"Chubut","middle",0.2143
"Chubut","middle",0.1981
"Chubut","middle",0.6275
"Chubut","middle",0.4974
"Chubut","middle",0.3172
"Chubut","middle",0.6264
"Chubut","middle",0.4217
"Chubut","middle",0.4592
"Chubut","middle",0.6118
"Chubut","middle",0.2922
"Chubut","middle",0.7123
"Chubut","middle",0.4203
"Chubut","middle",0.3113
"Misiones","outer",0.3532
"Misiones","outer",0.3766
"Misiones","outer",0.2208
"Misiones","outer",0.324
"Misiones","outer",0.4769
"Misiones","outer",0.5825
"Misiones","outer",0.6772
"Misiones","outer",0.2838
"Misiones","outer",0.5048
"Misiones","outer",0.365
"Misiones","outer",0.4229
"Misiones","outer",0.6847
"Misiones","outer",0.5479
"Misiones","outer",0.254
"Misiones","outer",0.55
"Misiones","outer",0.3066
"Misiones","outer",0.3096
"Misiones","outer",0.4624
"Misiones","outer",0.558
"Misiones","outer",0.3749
"Misiones","outer",0.2914
"Misiones","outer",0.5306
"Misiones","outer",0.5443
"Misiones","outer",0.538
"Misiones","outer",0.253
"Misiones","outer",0.5042
"Misiones","outer",0.4817
"Misiones","outer",0.2474
"Misiones","outer",0.3815
"Misiones","outer",0.3228
"Misiones","outer",0.3685
"Misiones","outer",0.297
"Misiones","outer",0.5264
"Misiones","outer",0.4156
"Misiones","outer",0.4757
"Misiones","outer",0.4221
"Misiones","outer",0.1982
"Misiones","outer",0.2985
"Misiones","outer",0.3864
"Misiones","outer",0.2409
"Misiones","outer",0.2656
"Misiones","outer",0.3942
"Misiones","outer",0.2901
"Misiones","outer",0.5356
"Misiones","outer",0.5359
"Misiones","outer",0.3755
"Misiones","outer",0.4828
"Misiones","outer",0.6453
"Misiones","outer",0.2425
"Misiones","outer",0.3798
"Misiones","outer",0.2703
"Misiones","outer",0.3992
"Misiones","outer",0.2184
"Misiones","outer",0.6077
"Misiones","outer",0.4775
"Misiones","outer",0.4164
"Misiones","outer",0.4306
"Misiones","outer",0.3602
"Misiones","outer",0.2525
"Misiones","outer",0.221
"Misiones","outer",0.3257
"Misiones","outer",0.5309
"Misiones","outer",0.2723
"Misiones","outer",0.1959
"Misiones","outer",0.5197
"Misiones","outer",0.3672
"Misiones","outer",0.6335
"Misiones","outer",0.3407
"Misiones","outer",0.2623
"Misiones","outer",0.4064
"Misiones","outer",0.3762
"Misiones","outer",0.3404
"Misiones","outer",0.3656
"Misiones","outer",0.3502
"Misiones","outer",0.438
"Misiones","outer",0.4555
"Misiones","outer",0.3475
"Misiones","outer",0.4269
"Misiones","outer",0.2868
"Misiones","outer",0.5812
"Misiones","outer",0.25
"Misiones","outer",0.3454
"Misiones","outer",0.4406
"Misiones","outer",0.5946
"Misiones","outer",0.3874
"Misiones","outer",0.6801
"Misiones","outer",0.5136
"Misiones","outer",0.3469
"Misiones","outer",0.5398
"Misiones","outer",0.3133
"Misiones","outer",0.2971
"Misiones","outer",0.3399
"Misiones","outer",0.4112
"Misiones","outer",0.5186
"Misiones","outer",0.2533
"Misiones","outer",0.3649
"Misiones","outer",0.2583
"Misiones","outer",0.4988
"Misiones","outer",0.3063
"Misiones","outer",0.2969
"Misiones","outer",0.5603
"Misiones","outer",0.4848
"Misiones","outer",0.4608
"Misiones","outer",0.3052
"Misiones","outer",0.3953
"Misiones","outer",0.5438
"Misiones","outer",0.6011
"Misiones","outer",0.4527
"Misiones","outer",0.5403
"Misiones","outer",0.6667
"Misiones","outer",0.4652
"Misiones","outer",0.5584
"Misiones","outer",0.4512
"Misiones","outer",0.6935
"Misiones","outer",0.3826
"Misiones","outer",0.5108
"Misiones","outer",0.4115
"Misiones","outer",0.5749
"Misiones","outer",0.3625
"Misiones","outer",0.3318
"Misiones","outer",0.4271
"Misiones","outer",0.2865
"Misiones","outer",0.3289
"Misiones","outer",0.314
"Misiones","outer",0.3497
"Misiones","outer",0.5258
"Misiones","outer",0.7245
"Misiones","outer",0.2868
"Misiones","outer",0.3239
"Misiones","outer",0.3305
"Misiones","outer",0.4301
"Misiones","outer",0.4043
"Misiones","outer",0.4419
"Misiones","outer",0.3096
"Misiones","outer",0.4306
"Misiones","outer",0.4364
"Misiones","outer",0.2939
"Misiones","outer",0.3517
"Misiones","outer",0.4536
"Misiones","outer",0.3616
"Misiones","outer",0.5141
"Misiones","outer",0.4652
"Misiones","outer",0.4501
"Misiones","outer",0.6042
"Misiones","outer",0.427
"Misiones","outer",0.503
"Misiones","outer",0.52
"Misiones","outer",0.6555
"Misiones","outer",0.5829
"Misiones","outer",0.4158
"Misiones","outer",0.3935
"Misiones","outer",0.2477
"Misiones","outer",0.3097
"Misiones","outer",0.4537
"Misiones","outer",0.3493
"Misiones","outer",0.2631
"Misiones","outer",0.3275
"Misiones","outer",0.3128
"Misiones","outer",0.5055
"Misiones","outer",0.2619
"Misiones","outer",0.4781
"Misiones","outer",0.4953
"Misiones","outer",0.347
"Misiones","outer",0.3418
"Misiones","outer",0.3487
