"supplier_id","provincia","estrato","A_personeria","A_rubro","A_cliente","A_escala","A_directa","A_registro","S_intensidad","S_tenure","S_cohorte","S_fundamento","n_adjudicaciones","primer_ejercicio","ultimo_ejercicio"
1,"CABA","core","PersFisica","SERV. PROFESIONAL ","cultura_educacion","grande","mayoria_directa","reg22plus","1adj","1anio","pers_fisica","consagrado",1,2022,2022
2,"Chubut","middle","PersFisica","ALIMENTOS","seguridad_defensa","media","mixto","reg22plus","2-5adj","2-4anios","pers_fisica","solo_aritmetico",4,2024,2025
3,"Santa Fe","core","PersFisica","ALQUILER","administracion","media","sin_directa","reg22plus","1adj","1anio","pers_fisica","sin_fundamento",1,2024,2024
4,"Santiago del Estero","outer","PersFisica","MANT. REPARACION Y","seguridad_defensa","media","sin_directa","reg22plus","2-5adj","1anio","pers_fisica","sin_fundamento",2,2024,2024
5,"Misiones","outer","PersFisica","OTROS","seguridad_defensa","chica","mixto","reg19_21","2-5adj","1anio","pers_fisica","solo_aritmetico",3,2023,2023
6,"Misiones","outer","PersFisica","MANT. REPARACION Y","infraestructura","chica","mayoria_directa","reg16_18","6-20adj","5+anios","pers_fisica","solo_aritmetico",13,2019,2025
7,"Tucumán","outer","PersFisica","SERV. PROFESIONAL ","ciencia_universidad","media","sin_directa","reg16_18","1adj","1anio","pers_fisica","sin_fundamento",1,2019,2019
8,"Mendoza","core","OtraForma","ALQUILER","administracion","grande","mayoria_directa","reg19_21","2-5adj","5+anios","sin_match","solo_aritmetico",3,2021,2025
10,"Corrientes","outer","PersFisica","ALQUILER","salud_social","media","mayoria_directa","reg19_21","1adj","1anio","pers_fisica","solo_aritmetico",1,2023,2023
11,"Córdoba","core","PersFisica","OTROS","seguridad_defensa","chica","mayoria_directa","reg22plus","6-20adj","1anio","pers_fisica","solo_aritmetico",7,2023,2023
13,"CABA","core","OtraForma","LIBRERIA PAP. Y UT","cultura_educacion","grande","mixto","reg19_21","2-5adj","2-4anios","fund_2011_2016","consagrado",2,2021,2022
14,"CABA","core","SRL","OTROS","ciencia_universidad","grande","mixto","reg16_18","2-5adj","2-4anios","fund_2001_2010","solo_aritmetico",2,2022,2025
15,"Buenos Aires","core","SA","SERV. PROFESIONAL ","salud_social","grande","mixto","reg16_18","20+adj","5+anios","fund_2001_2010","solo_aritmetico",26,2019,2025
16,"CABA","core","SA","LIBRERIA PAP. Y UT","cultura_educacion","grande","mayoria_directa","reg16_18","2-5adj","2-4anios","fund_2001_2010","consagrado",2,2022,2023
17,"Río Negro","middle","SRL","ALIMENTOS","infraestructura","chica","mayoria_directa","reg16_18","1adj","1anio","fund_2011_2016","solo_aritmetico",1,2019,2019
18,"Buenos Aires","core","OtraForma","MANT. REPARACION Y","salud_social","media","sin_directa","reg16_18","1adj","1anio","fund_2001_2010","sin_fundamento",1,2019,2019
19,"Santa Fe","core","SA","LIBRERIA PAP. Y UT","administracion","chica","mayoria_directa","reg16_18","6-20adj","5+anios","fund_pre2000","consagrado",9,2019,2025
20,"CABA","core","SRL","MANT. REPARACION Y","seguridad_defensa","media","sin_directa","reg16_18","6-20adj","5+anios","fund_2001_2010","sin_fundamento",13,2020,2025
21,"CABA","core","SA","MANT. REPARACION Y","seguridad_defensa","chica","mayoria_directa","reg22plus","1adj","1anio","fund_2001_2010","solo_aritmetico",1,2025,2025
22,"Buenos Aires","core","PersFisica","SERV. PROFESIONAL ","seguridad_defensa","media","sin_directa","reg22plus","1adj","1anio","pers_fisica","sin_fundamento",1,2024,2024
23,"Buenos Aires","core","SRL","OTROS","salud_social","chica","mayoria_directa","reg22plus","1adj","1anio","fund_2017plus","solo_aritmetico",1,2025,2025
24,"CABA","core","SA","OTROS","administracion","chica","mayoria_directa","reg16_18","20+adj","5+anios","fund_pre2000","consagrado",1306,2019,2025
25,"Formosa","outer","PersFisica","OTROS","cultura_educacion","grande","mayoria_directa","reg19_21","1adj","1anio","pers_fisica","consagrado",1,2021,2021
26,"Buenos Aires","core","SRL","OTROS","seguridad_defensa","grande","sin_directa","reg16_18","1adj","1anio","fund_2001_2010","sin_fundamento",1,2025,2025
27,"CABA","core","PersFisica","SERV. PROFESIONAL ","administracion","chica","mayoria_directa","reg16_18","1adj","1anio","pers_fisica","consagrado",1,2019,2019
28,"CABA","core","SRL","MANT. REPARACION Y","ciencia_universidad","chica","mayoria_directa","reg16_18","1adj","1anio","fund_2001_2010","solo_aritmetico",1,2019,2019
29,"CABA","core","SA","ALQUILER","administracion","media","sin_directa","reg16_18","1adj","1anio","fund_2011_2016","sin_fundamento",1,2019,2019
30,"CABA","core","SRL","SERV. PROFESIONAL ","seguridad_defensa","media","mixto","reg16_18","2-5adj","5+anios","fund_pre2000","solo_aritmetico",5,2020,2025
31,"Buenos Aires","core","PersFisica","ALIMENTOS","salud_social","grande","sin_directa","reg16_18","2-5adj","2-4anios","pers_fisica","sin_fundamento",4,2019,2020
32,"CABA","core","SA","PROD. MEDICO/FARMA","seguridad_defensa","media","mixto","reg16_18","20+adj","5+anios","fund_pre2000","solo_aritmetico",123,2019,2025
33,"Corrientes","outer","PersFisica","MANT. REPARACION Y","infraestructura","chica","mayoria_directa","reg19_21","1adj","1anio","pers_fisica","solo_aritmetico",1,2020,2020
34,"CABA","core","PersFisica","OTROS","seguridad_defensa","media","sin_directa","reg19_21","2-5adj","2-4anios","pers_fisica","sin_fundamento",2,2019,2020
35,"Buenos Aires","core","OtraForma","OTROS","seguridad_defensa","chica","mixto","reg22plus","20+adj","2-4anios","sin_match","solo_aritmetico",36,2024,2025
36,"CABA","core","SRL","SERV. PROFESIONAL ","seguridad_defensa","grande","mayoria_directa","reg16_18","20+adj","5+anios","fund_pre2000","consagrado",22,2019,2025
37,"CABA","core","SRL","OTROS","seguridad_defensa","media","sin_directa","reg19_21","1adj","1anio","fund_2017plus","sin_fundamento",1,2020,2020
38,"Buenos Aires","core","PersFisica","OTROS","seguridad_defensa","chica","sin_directa","reg19_21","2-5adj","1anio","pers_fisica","sin_fundamento",4,2021,2021
39,"Mendoza","core","PersFisica","MANT. REPARACION Y","seguridad_defensa","media","sin_directa","reg22plus","1adj","1anio","pers_fisica","sin_fundamento",1,2024,2024
40,"Santa Fe","core","PersFisica","MANT. REPARACION Y","administracion","chica","mayoria_directa","reg22plus","1adj","1anio","pers_fisica","solo_aritmetico",1,2023,2023
41,"CABA","core","SA","SERV. PROFESIONAL ","administracion","grande","mixto","reg16_18","2-5adj","2-4anios","fund_2011_2016","consagrado",2,2019,2020
42,"CABA","core","OtraForma","ELECTRICIDAD Y TEL","administracion","grande","sin_directa","reg22plus","1adj","1anio","fund_2011_2016","sin_fundamento",1,2023,2023
43,"Buenos Aires","core","SA","EQUIPOS","ciencia_universidad","sin_ars","mixto","reg16_18","2-5adj","2-4anios","fund_2001_2010","consagrado",2,2022,2025
44,"Buenos Aires","core","PersFisica","OTROS","seguridad_defensa","grande","sin_directa","reg22plus","1adj","1anio","pers_fisica","sin_fundamento",1,2023,2023
45,"Buenos Aires","core","PersFisica","OTROS","seguridad_defensa","chica","mixto","reg16_18","20+adj","2-4anios","pers_fisica","solo_aritmetico",29,2019,2021
46,"CABA","core","OtraForma","SERV. PROFESIONAL ","seguridad_defensa","sin_ars","sin_directa","reg19_21","1adj","1anio","fund_2017plus","sin_fundamento",1,2023,2023
47,"Salta","outer","PersFisica","ALIMENTOS","seguridad_defensa","chica","mixto","reg16_18","20+adj","5+anios","pers_fisica","solo_aritmetico",139,2019,2025
48,"Buenos Aires","core","PersFisica","OTROS","seguridad_defensa","media","mayoria_directa","reg16_18","6-20adj","5+anios","pers_fisica","solo_aritmetico",7,2019,2023
49,"CABA","core","PersFisica","ELECTRICIDAD Y TEL","seguridad_defensa","chica","mixto","reg22plus","20+adj","2-4anios","pers_fisica","solo_aritmetico",41,2024,2025
50,"CABA","core","PersFisica","SERV. PROFESIONAL ","administracion","chica","mayoria_directa","reg19_21","1adj","1anio","pers_fisica","consagrado",1,2019,2019
51,"Buenos Aires","core","PersFisica","OTROS","seguridad_defensa","chica","mixto","reg16_18","6-20adj","2-4anios","pers_fisica","solo_aritmetico",9,2019,2021
52,"CABA","core","PersFisica","SERV. PROFESIONAL ","salud_social","grande","sin_directa","reg19_21","1adj","1anio","pers_fisica","sin_fundamento",1,2021,2021
53,"CABA","core","SA","PROD. MEDICO/FARMA","salud_social","grande","mixto","reg16_18","6-20adj","5+anios","fund_2001_2010","consagrado",6,2019,2025
54,"CABA","core","SA","EQUIPOS","salud_social","media","mayoria_directa","reg19_21","2-5adj","2-4anios","fund_2011_2016","solo_aritmetico",3,2020,2023
55,"Chubut","middle","PersFisica","OTROS","infraestructura","chica","mayoria_directa","reg19_21","2-5adj","2-4anios","pers_fisica","solo_aritmetico",2,2020,2022
56,"CABA","core","SA","SERV. PROFESIONAL ","salud_social","grande","sin_directa","reg22plus","1adj","1anio","fund_2017plus","sin_fundamento",1,2024,2024
57,"Buenos Aires","core","SRL","MANT. REPARACION Y","salud_social","chica","mayoria_directa","reg16_18","6-20adj","2-4anios","fund_pre2000","solo_aritmetico",6,2019,2021
58,"Buenos Aires","core","PersFisica","OTROS","cultura_educacion","media","sin_directa","reg16_18","1adj","1anio","pers_fisica","sin_fundamento",1,2019,2019
59,"Buenos Aires","core","SA","ALIMENTOS","salud_social","media","sin_directa","reg16_18","6-20adj","5+anios","fund_2001_2010","sin_fundamento",18,2019,2025
60,"Mendoza","core","PersFisica","SERV. PROFESIONAL ","seguridad_defensa","chica","mayoria_directa","reg22plus","1adj","1anio","pers_fisica","solo_aritmetico",1,2024,2024
61,"Buenos Aires","core","SRL","MANT. REPARACION Y","seguridad_defensa","media","mayoria_directa","reg16_18","2-5adj","2-4anios","fund_pre2000","solo_aritmetico",3,2024,2025
62,"Santa Cruz","middle","PersFisica","OTROS","seguridad_defensa","chica","mixto","reg22plus","6-20adj","1anio","pers_fisica","solo_aritmetico",13,2025,2025
63,"Chaco","outer","SA","OTROS","administracion","chica","sin_directa","reg22plus","1adj","1anio","fund_2001_2010","sin_fundamento",1,2022,2022
64,"Buenos Aires","core","SRL","SERV. PROFESIONAL ","administracion","grande","sin_directa","reg16_18","1adj","1anio","fund_2011_2016","sin_fundamento",1,2022,2022
65,"CABA","core","SA","OTROS","administracion","grande","sin_directa","reg16_18","1adj","1anio","fund_2001_2010","sin_fundamento",1,2019,2019
66,"Córdoba","core","PersFisica","ELECTRICIDAD Y TEL","ciencia_universidad","media","mayoria_directa","reg16_18","2-5adj","5+anios","pers_fisica","solo_aritmetico",4,2019,2025
67,"Entre Ríos","middle","OtraForma","MANT. REPARACION Y","infraestructura","grande","mayoria_directa","reg19_21","2-5adj","2-4anios","sin_match","solo_aritmetico",2,2022,2023
68,"Buenos Aires","core","PersFisica","EQUIPOS","salud_social","sin_ars","sin_directa","reg22plus","1adj","1anio","pers_fisica","sin_fundamento",1,2023,2023
69,"CABA","core","SA","LIBRERIA PAP. Y UT","seguridad_defensa","chica","mixto","reg16_18","20+adj","5+anios","fund_pre2000","solo_aritmetico",384,2019,2025
70,"CABA","core","SA","PROD. MEDICO/FARMA","salud_social","grande","sin_directa","reg16_18","2-5adj","1anio","fund_pre2000","sin_fundamento",2,2019,2019
71,"Buenos Aires","core","PersFisica","ALQUILER","salud_social","grande","mayoria_directa","reg19_21","1adj","1anio","pers_fisica","solo_aritmetico",1,2023,2023
72,"Córdoba","core","PersFisica","MANT. REPARACION Y","seguridad_defensa","chica","mayoria_directa","reg16_18","1adj","1anio","pers_fisica","solo_aritmetico",1,2023,2023
73,"CABA","core","SA","MANT. REPARACION Y","administracion","grande","sin_directa","reg16_18","2-5adj","2-4anios","fund_2001_2010","sin_fundamento",2,2024,2025
74,"CABA","core","OtraForma","PROD. MEDICO/FARMA","salud_social","grande","sin_directa","reg16_18","2-5adj","2-4anios","sin_match","sin_fundamento",3,2022,2024
75,"Río Negro","middle","PersFisica","EQUIPOS","infraestructura","media","mayoria_directa","reg19_21","1adj","1anio","pers_fisica","solo_aritmetico",1,2021,2021
76,"CABA","core","SA","LIBRERIA PAP. Y UT","cultura_educacion","grande","mayoria_directa","reg16_18","6-20adj","2-4anios","fund_pre2000","consagrado",6,2021,2023
77,"Córdoba","core","SRL","ALIMENTOS","administracion","grande","mixto","reg19_21","6-20adj","2-4anios","fund_pre2000","solo_aritmetico",12,2020,2023
78,"CABA","core","SRL","SERV. PROFESIONAL ","seguridad_defensa","grande","sin_directa","reg22plus","2-5adj","1anio","fund_pre2000","sin_fundamento",2,2025,2025
79,"Misiones","outer","SA","LIBRERIA PAP. Y UT","seguridad_defensa","chica","mayoria_directa","reg16_18","2-5adj","5+anios","fund_2001_2010","solo_aritmetico",5,2020,2025
80,"Tucumán","outer","OtraForma","ALIMENTOS","infraestructura","chica","mayoria_directa","reg19_21","1adj","1anio","sin_match","solo_aritmetico",1,2022,2022
81,"Jujuy","outer","PersFisica","ALQUILER","administracion","media","sin_directa","reg16_18","2-5adj","2-4anios","pers_fisica","sin_fundamento",2,2019,2022
82,"Corrientes","outer","SRL","EQUIPOS","seguridad_defensa","chica","mixto","reg16_18","20+adj","5+anios","fund_2011_2016","solo_aritmetico",103,2019,2023
83,"Buenos Aires","core","PersFisica","ALIMENTOS","seguridad_defensa","grande","sin_directa","reg16_18","2-5adj","2-4anios","pers_fisica","sin_fundamento",2,2019,2020
84,"Formosa","outer","SA","OTROS","infraestructura","chica","mayoria_directa","reg16_18","20+adj","5+anios","fund_2011_2016","solo_aritmetico",33,2021,2025
85,"Neuquén","middle","PersFisica","MANT. REPARACION Y","administracion","media","sin_directa","reg22plus","1adj","1anio","pers_fisica","sin_fundamento",1,2024,2024
86,"Buenos Aires","core","PersFisica","OTROS","administracion","chica","mixto","reg19_21","6-20adj","2-4anios","pers_fisica","solo_aritmetico",6,2019,2021
87,"CABA","core","SA","LIBRERIA PAP. Y UT","administracion","grande","sin_directa","reg16_18","1adj","1anio","fund_pre2000","sin_fundamento",1,2023,2023
88,"Buenos Aires","core","SA","LIBRERIA PAP. Y UT","seguridad_defensa","chica","mayoria_directa","reg16_18","20+adj","5+anios","fund_pre2000","solo_aritmetico",22,2019,2024
89,"Buenos Aires","core","PersFisica","ALIMENTOS","seguridad_defensa","media","sin_directa","reg16_18","2-5adj","2-4anios","pers_fisica","sin_fundamento",4,2019,2020
90,"CABA","core","PersFisica","OTROS","ciencia_universidad","media","sin_directa","reg16_18","2-5adj","2-4anios","pers_fisica","sin_fundamento",2,2020,2022
91,"Mendoza","core","OtraForma","MANT. REPARACION Y","infraestructura","grande","mixto","reg22plus","2-5adj","1anio","fund_2017plus","solo_aritmetico",4,2023,2023
92,"Formosa","outer","PersFisica","ELECTRICIDAD Y TEL","administracion","chica","sin_directa","reg22plus","6-20adj","1anio","pers_fisica","sin_fundamento",8,2025,2025
93,"CABA","core","SRL","OTROS","salud_social","grande","sin_directa","reg16_18","1adj","1anio","fund_2001_2010","sin_fundamento",1,2019,2019
94,"San Luis","middle","SRL","MANT. REPARACION Y","administracion","media","mixto","reg16_18","2-5adj","5+anios","fund_2011_2016","solo_aritmetico",4,2019,2023
95,"CABA","core","SA","EQUIPOS","seguridad_defensa","grande","mixto","reg16_18","6-20adj","5+anios","fund_pre2000","consagrado",14,2020,2025
96,"CABA","core","SRL","ALQUILER","salud_social","sin_ars","sin_directa","reg22plus","2-5adj","1anio","fund_2017plus","sin_fundamento",2,2024,2024
97,"Santa Fe","core","PersFisica","MANT. REPARACION Y","administracion","chica","sin_directa","reg22plus","2-5adj","2-4anios","pers_fisica","sin_fundamento",2,2024,2025
98,"Misiones","outer","PersFisica","ALQUILER","salud_social","grande","mayoria_directa","reg19_21","2-5adj","5+anios","pers_fisica","solo_aritmetico",3,2019,2025
99,"Santa Fe","core","OtraForma","OTROS","seguridad_defensa","media","mayoria_directa","reg22plus","1adj","1anio","fund_pre2000","solo_aritmetico",1,2024,2024
100,"CABA","core","SRL","ALQUILER","administracion","grande","sin_directa","reg16_18","2-5adj","2-4anios","fund_pre2000","sin_fundamento",2,2019,2021
101,"CABA","core","SA","ALQUILER","salud_social","grande","mayoria_directa","reg16_18","2-5adj","5+anios","fund_2001_2010","solo_aritmetico",3,2020,2025
102,"Tucumán","outer","PersFisica","ALQUILER","salud_social","grande","mayoria_directa","reg22plus","1adj","1anio","pers_fisica","solo_aritmetico",1,2025,2025
103,"Corrientes","outer","SRL","ALIMENTOS","seguridad_defensa","chica","mayoria_directa","reg22plus","2-5adj","2-4anios","fund_pre2000","solo_aritmetico",3,2024,2025
104,"Córdoba","core","SA","MANT. REPARACION Y","seguridad_defensa","media","mixto","reg16_18","6-20adj","5+anios","fund_2011_2016","solo_aritmetico",6,2020,2024
105,"Neuquén","middle","SA","OTROS","cultura_educacion","sin_ars","sin_directa","reg16_18","1adj","1anio","fund_2001_2010","sin_fundamento",1,2022,2022
106,"CABA","core","PersFisica","SERV. PROFESIONAL ","administracion","chica","mayoria_directa","reg19_21","1adj","1anio","pers_fisica","consagrado",1,2021,2021
107,"CABA","core","PersFisica","OTROS","seguridad_defensa","chica","mixto","reg16_18","6-20adj","5+anios","pers_fisica","solo_aritmetico",11,2019,2025
108,"Santa Fe","core","SRL","ALIMENTOS","salud_social","grande","sin_directa","reg19_21","2-5adj","1anio","fund_2011_2016","sin_fundamento",2,2020,2020
109,"CABA","core","SRL","SERV. PROFESIONAL ","administracion","grande","sin_directa","reg16_18","2-5adj","2-4anios","fund_2001_2010","sin_fundamento",4,2019,2021
110,"CABA","core","SA","OTROS","cultura_educacion","grande","sin_directa","reg16_18","6-20adj","5+anios","fund_2001_2010","sin_fundamento",11,2019,2025
111,"Córdoba","core","SRL","OTROS","administracion","media","sin_directa","reg16_18","1adj","1anio","fund_2001_2010","sin_fundamento",1,2019,2019
112,"Santiago del Estero","outer","PersFisica","MANT. REPARACION Y","infraestructura","chica","mayoria_directa","reg16_18","2-5adj","5+anios","pers_fisica","solo_aritmetico",2,2019,2024
113,"Río Negro","middle","SRL","OTROS","cultura_educacion","grande","mayoria_directa","reg19_21","1adj","1anio","fund_2011_2016","consagrado",1,2021,2021
114,"CABA","core","SRL","SERV. PROFESIONAL ","infraestructura","grande","mixto","reg19_21","2-5adj","2-4anios","fund_2017plus","consagrado",5,2020,2023
115,"CABA","core","OtraForma","LIBRERIA PAP. Y UT","cultura_educacion","media","mayoria_directa","reg22plus","1adj","1anio","fund_2011_2016","consagrado",1,2022,2022
116,"Córdoba","core","SA","EQUIPOS","infraestructura","media","mixto","reg16_18","6-20adj","2-4anios","fund_2011_2016","solo_aritmetico",9,2019,2020
117,"CABA","core","SA","PROD. MEDICO/FARMA","salud_social","grande","sin_directa","reg16_18","2-5adj","5+anios","fund_2001_2010","sin_fundamento",4,2020,2024
118,"Misiones","outer","SRL","ALIMENTOS","seguridad_defensa","media","mayoria_directa","reg16_18","20+adj","5+anios","fund_pre2000","solo_aritmetico",21,2019,2025
119,"Buenos Aires","core","SRL","OTROS","seguridad_defensa","media","mixto","reg16_18","20+adj","5+anios","fund_2001_2010","solo_aritmetico",34,2019,2025
120,"CABA","core","SA","ALIMENTOS","seguridad_defensa","chica","sin_directa","reg22plus","1adj","1anio","fund_2017plus","sin_fundamento",1,2023,2023
121,"CABA","core","SA","EQUIPOS","ciencia_universidad","media","mayoria_directa","reg16_18","1adj","1anio","fund_pre2000","solo_aritmetico",1,2019,2019
122,"CABA","core","SA","SERV. PROFESIONAL ","administracion","sin_ars","mayoria_directa","reg16_18","1adj","1anio","fund_2001_2010","solo_aritmetico",1,2024,2024
123,"CABA","core","OtraForma","OTROS","seguridad_defensa","chica","mayoria_directa","reg22plus","1adj","1anio","fund_2017plus","solo_aritmetico",1,2024,2024
124,"Santa Fe","core","OtraForma","OTROS","salud_social","chica","mixto","reg19_21","20+adj","2-4anios","fund_2017plus","solo_aritmetico",23,2022,2025
125,"CABA","core","OtraForma","SERV. PROFESIONAL ","administracion","grande","sin_directa","reg22plus","1adj","1anio","sin_match","sin_fundamento",1,2023,2023
126,"Mendoza","core","OtraForma","OTROS","seguridad_defensa","media","sin_directa","reg22plus","2-5adj","2-4anios","fund_2017plus","sin_fundamento",2,2024,2025
127,"Misiones","outer","SA","PROD. MEDICO/FARMA","seguridad_defensa","chica","mayoria_directa","reg22plus","6-20adj","2-4anios","fund_2017plus","solo_aritmetico",13,2024,2025
128,"Misiones","outer","SRL","OTROS","seguridad_defensa","chica","mayoria_directa","reg16_18","2-5adj","2-4anios","fund_pre2000","solo_aritmetico",5,2024,2025
129,"Córdoba","core","SA","SERV. PROFESIONAL ","seguridad_defensa","chica","mayoria_directa","reg16_18","6-20adj","5+anios","fund_pre2000","solo_aritmetico",16,2019,2025
130,"CABA","core","SRL","LIBRERIA PAP. Y UT","seguridad_defensa","chica","mayoria_directa","reg16_18","20+adj","5+anios","fund_pre2000","solo_aritmetico",603,2019,2025
131,"Tierra del Fuego","middle","PersFisica","OTROS","seguridad_defensa","chica","mixto","reg19_21","6-20adj","2-4anios","pers_fisica","solo_aritmetico",11,2022,2024
132,"Córdoba","core","SA","PROD. MEDICO/FARMA","seguridad_defensa","chica","mayoria_directa","reg19_21","1adj","1anio","fund_2011_2016","solo_aritmetico",1,2024,2024
133,"CABA","core","SRL","EQUIPOS","seguridad_defensa","grande","sin_directa","reg19_21","1adj","1anio","fund_2001_2010","sin_fundamento",1,2020,2020
134,"Santa Fe","core","SA","SERV. PROFESIONAL ","administracion","grande","sin_directa","reg22plus","1adj","1anio","fund_2001_2010","sin_fundamento",1,2025,2025
135,"Jujuy","outer","PersFisica","ALQUILER","cultura_educacion","media","mayoria_directa","reg22plus","1adj","1anio","pers_fisica","solo_aritmetico",1,2023,2023
136,"CABA","core","PersFisica","SERV. PROFESIONAL ","administracion","chica","mayoria_directa","reg16_18","1adj","1anio","pers_fisica","consagrado",1,2019,2019
137,"Córdoba","core","PersFisica","OTROS","administracion","chica","sin_directa","reg22plus","2-5adj","1anio","pers_fisica","sin_fundamento",4,2025,2025
138,"Buenos Aires","core","SRL","EQUIPOS","salud_social","media","mixto","reg16_18","20+adj","5+anios","fund_pre2000","consagrado",81,2019,2025
139,"Buenos Aires","core","PersFisica","MANT. REPARACION Y","seguridad_defensa","chica","mayoria_directa","reg16_18","20+adj","5+anios","pers_fisica","solo_aritmetico",61,2019,2025
140,"Córdoba","core","OtraForma","MANT. REPARACION Y","seguridad_defensa","media","sin_directa","reg22plus","2-5adj","1anio","fund_2017plus","sin_fundamento",4,2025,2025
141,"CABA","core","SA","MANT. REPARACION Y","infraestructura","grande","sin_directa","reg22plus","2-5adj","1anio","fund_2001_2010","sin_fundamento",2,2025,2025
142,"CABA","core","SRL","ELECTRICIDAD Y TEL","infraestructura","media","sin_directa","reg16_18","2-5adj","1anio","fund_pre2000","sin_fundamento",2,2019,2019
143,"CABA","core","SA","PROD. MEDICO/FARMA","seguridad_defensa","chica","sin_directa","reg19_21","2-5adj","2-4anios","fund_2001_2010","sin_fundamento",2,2023,2025
144,"CABA","core","SA","MANT. REPARACION Y","administracion","media","sin_directa","reg16_18","2-5adj","2-4anios","fund_2011_2016","sin_fundamento",2,2021,2024
145,"CABA","core","SRL","OTROS","administracion","media","mayoria_directa","reg19_21","2-5adj","1anio","fund_2011_2016","solo_aritmetico",2,2020,2020
146,"Misiones","outer","PersFisica","OTROS","infraestructura","chica","sin_directa","reg22plus","1adj","1anio","pers_fisica","sin_fundamento",1,2023,2023
147,"Buenos Aires","core","SA","MANT. REPARACION Y","salud_social","grande","mixto","reg19_21","6-20adj","2-4anios","fund_2017plus","solo_aritmetico",14,2021,2023
148,"CABA","core","SA","OTROS","ciencia_universidad","media","mixto","reg16_18","2-5adj","1anio","fund_pre2000","solo_aritmetico",2,2019,2019
149,"San Juan","middle","PersFisica","ALQUILER","salud_social","grande","mayoria_directa","reg16_18","2-5adj","5+anios","pers_fisica","solo_aritmetico",3,2019,2025
150,"CABA","core","SRL","PROD. MEDICO/FARMA","seguridad_defensa","chica","mixto","reg16_18","20+adj","5+anios","fund_2011_2016","solo_aritmetico",113,2019,2025
151,"Buenos Aires","core","PersFisica","MANT. REPARACION Y","seguridad_defensa","media","mixto","reg16_18","6-20adj","5+anios","pers_fisica","solo_aritmetico",15,2019,2025
152,"CABA","core","SRL","ALIMENTOS","administracion","media","mayoria_directa","reg16_18","2-5adj","2-4anios","fund_2011_2016","solo_aritmetico",5,2019,2022
153,"CABA","core","SA","MANT. REPARACION Y","administracion","grande","mixto","reg16_18","6-20adj","5+anios","fund_pre2000","solo_aritmetico",10,2020,2025
154,"CABA","core","PersFisica","OTROS","seguridad_defensa","chica","mayoria_directa","reg16_18","6-20adj","5+anios","pers_fisica","solo_aritmetico",19,2019,2024
155,"CABA","core","SA","PROD. MEDICO/FARMA","seguridad_defensa","chica","sin_directa","reg22plus","2-5adj","2-4anios","fund_2011_2016","sin_fundamento",3,2022,2023
156,"Buenos Aires","core","SA","MANT. REPARACION Y","administracion","grande","sin_directa","reg19_21","2-5adj","1anio","fund_2001_2010","sin_fundamento",2,2021,2021
157,"CABA","core","SA","SERV. PROFESIONAL ","administracion","grande","sin_directa","reg16_18","1adj","1anio","fund_pre2000","sin_fundamento",1,2021,2021
158,"Tierra del Fuego","middle","PersFisica","MANT. REPARACION Y","infraestructura","chica","mayoria_directa","reg19_21","1adj","1anio","pers_fisica","solo_aritmetico",1,2019,2019
159,"Tucumán","outer","SRL","MANT. REPARACION Y","infraestructura","media","sin_directa","reg19_21","2-5adj","2-4anios","fund_2017plus","sin_fundamento",2,2024,2025
160,"CABA","core","SA","ALIMENTOS","seguridad_defensa","chica","sin_directa","reg19_21","2-5adj","2-4anios","fund_2011_2016","sin_fundamento",3,2023,2025
161,"Buenos Aires","core","SA","OTROS","ciencia_universidad","grande","mixto","reg16_18","6-20adj","5+anios","fund_2001_2010","solo_aritmetico",6,2021,2025
162,"Buenos Aires","core","PersFisica","ALQUILER","administracion","media","mayoria_directa","reg22plus","1adj","1anio","pers_fisica","solo_aritmetico",1,2023,2023
163,"CABA","core","SA","OTROS","administracion","media","mayoria_directa","reg22plus","2-5adj","2-4anios","fund_2011_2016","consagrado",4,2022,2024
164,"CABA","core","PersFisica","SERV. PROFESIONAL ","administracion","media","mayoria_directa","reg16_18","2-5adj","2-4anios","pers_fisica","consagrado",3,2019,2021
165,"CABA","core","SA","OTROS","administracion","grande","mixto","reg16_18","20+adj","5+anios","fund_2001_2010","consagrado",142,2019,2025
166,"Córdoba","core","SRL","OTROS","seguridad_defensa","chica","mixto","reg16_18","2-5adj","1anio","fund_2011_2016","solo_aritmetico",2,2019,2019
167,"Córdoba","core","SA","SERV. PROFESIONAL ","administracion","grande","mixto","reg16_18","2-5adj","5+anios","fund_2001_2010","solo_aritmetico",3,2021,2025
168,"Salta","outer","PersFisica","MANT. REPARACION Y","seguridad_defensa","media","mayoria_directa","reg16_18","2-5adj","5+anios","pers_fisica","solo_aritmetico",3,2020,2025
169,"CABA","core","OtraForma","MANT. REPARACION Y","seguridad_defensa","grande","mayoria_directa","reg16_18","20+adj","2-4anios","fund_pre2000","solo_aritmetico",25,2020,2022
170,"Buenos Aires","core","PersFisica","OTROS","infraestructura","chica","mayoria_directa","reg19_21","20+adj","5+anios","pers_fisica","solo_aritmetico",37,2021,2025
171,"Entre Ríos","middle","OtraForma","ALQUILER","seguridad_defensa","media","mayoria_directa","reg16_18","2-5adj","2-4anios","sin_match","solo_aritmetico",5,2022,2025
172,"CABA","core","SA","MANT. REPARACION Y","administracion","media","mayoria_directa","reg16_18","6-20adj","2-4anios","fund_pre2000","solo_aritmetico",7,2020,2023
