"supplier_id","provincia","estrato","A_personeria","A_rubro","A_cliente","A_escala","A_directa","A_registro","S_intensidad","S_tenure","S_cohorte","S_fundamento","n_adjudicaciones","primer_ejercicio","ultimo_ejercicio"
9338,"CABA","core","PersFisica","LIBRERIA PAP. Y UT","seguridad_defensa","chica","sin_directa","reg19_21","1adj","1anio","pers_fisica","sin_fundamento",1,2019,2019
9339,"Buenos Aires","core","SRL","SERV. PROFESIONAL ","administracion","grande","sin_directa","reg19_21","2-5adj","2-4anios","fund_2011_2016","sin_fundamento",2,2021,2023
9340,"Buenos Aires","core","SA","OTROS","seguridad_defensa","media","sin_directa","reg19_21","2-5adj","1anio","fund_2011_2016","sin_fundamento",3,2025,2025
9341,"Tucumán","outer","OtraForma","ALIMENTOS","seguridad_defensa","media","mixto","reg19_21","20+adj","5+anios","fund_2017plus","solo_aritmetico",103,2021,2025
9342,"Córdoba","core","PersFisica","MANT. REPARACION Y","seguridad_defensa","media","mayoria_directa","reg16_18","20+adj","5+anios","pers_fisica","solo_aritmetico",83,2019,2025
9343,"Buenos Aires","core","SRL","OTROS","administracion","chica","sin_directa","reg16_18","1adj","1anio","fund_pre2000","sin_fundamento",1,2024,2024
9344,"Santa Fe","core","SA","ALIMENTOS","salud_social","grande","mixto","reg16_18","2-5adj","1anio","fund_pre2000","solo_aritmetico",5,2019,2019
9345,"CABA","core","SA","ALQUILER","seguridad_defensa","grande","mixto","reg16_18","2-5adj","5+anios","fund_2011_2016","solo_aritmetico",3,2019,2025
9346,"CABA","core","SA","OTROS","seguridad_defensa","media","mixto","reg16_18","6-20adj","2-4anios","fund_pre2000","solo_aritmetico",6,2019,2021
9347,"Jujuy","outer","PersFisica","ALIMENTOS","seguridad_defensa","media","sin_directa","reg22plus","6-20adj","2-4anios","pers_fisica","sin_fundamento",8,2023,2025
9348,"Río Negro","middle","PersFisica","MANT. REPARACION Y","administracion","chica","mayoria_directa","reg19_21","1adj","1anio","pers_fisica","solo_aritmetico",1,2024,2024
9349,"CABA","core","PersFisica","SERV. PROFESIONAL ","administracion","chica","mayoria_directa","reg16_18","1adj","1anio","pers_fisica","consagrado",1,2019,2019
9350,"CABA","core","PersFisica","OTROS","cultura_educacion","chica","mayoria_directa","reg22plus","1adj","1anio","pers_fisica","solo_aritmetico",1,2022,2022
9351,"CABA","core","SA","ALQUILER","salud_social","grande","mayoria_directa","reg22plus","1adj","1anio","fund_pre2000","solo_aritmetico",1,2022,2022
9352,"CABA","core","SRL","OTROS","seguridad_defensa","media","sin_directa","reg19_21","1adj","1anio","fund_2017plus","sin_fundamento",1,2022,2022
9353,"Buenos Aires","core","PersFisica","OTROS","ciencia_universidad","chica","mayoria_directa","reg19_21","2-5adj","1anio","pers_fisica","solo_aritmetico",2,2021,2021
9354,"Santa Cruz","middle","SA","MANT. REPARACION Y","infraestructura","grande","sin_directa","reg19_21","1adj","1anio","fund_2001_2010","sin_fundamento",1,2019,2019
9355,"Buenos Aires","core","PersFisica","ALQUILER","administracion","grande","mayoria_directa","reg16_18","1adj","1anio","pers_fisica","solo_aritmetico",1,2022,2022
9356,"CABA","core","SA","EQUIPOS","salud_social","media","mayoria_directa","reg16_18","20+adj","2-4anios","fund_pre2000","consagrado",34,2019,2021
9357,"Chubut","middle","PersFisica","SERV. PROFESIONAL ","infraestructura","media","sin_directa","reg19_21","1adj","1anio","pers_fisica","sin_fundamento",1,2021,2021
9358,"Córdoba","core","PersFisica","ALQUILER","administracion","grande","mayoria_directa","reg16_18","2-5adj","5+anios","pers_fisica","solo_aritmetico",2,2021,2025
9359,"Buenos Aires","core","OtraForma","SERV. PROFESIONAL ","infraestructura","grande","mayoria_directa","reg22plus","2-5adj","2-4anios","sin_match","solo_aritmetico",2,2023,2024
9360,"CABA","core","SRL","OTROS","administracion","chica","mixto","reg16_18","2-5adj","2-4anios","fund_2001_2010","solo_aritmetico",4,2021,2023
9361,"Mendoza","core","PersFisica","OTROS","seguridad_defensa","chica","sin_directa","reg19_21","6-20adj","5+anios","pers_fisica","sin_fundamento",8,2021,2025
9362,"Mendoza","core","PersFisica","OTROS","administracion","grande","mixto","reg19_21","2-5adj","2-4anios","pers_fisica","solo_aritmetico",2,2020,2021
9363,"Corrientes","outer","PersFisica","MANT. REPARACION Y","seguridad_defensa","media","mayoria_directa","reg19_21","2-5adj","2-4anios","pers_fisica","solo_aritmetico",3,2022,2024
9364,"CABA","core","SA","SERV. PROFESIONAL ","administracion","grande","mixto","reg16_18","6-20adj","5+anios","fund_2001_2010","consagrado",12,2019,2025
9365,"Buenos Aires","core","SA","MANT. REPARACION Y","ciencia_universidad","media","mayoria_directa","reg16_18","2-5adj","2-4anios","fund_2011_2016","solo_aritmetico",3,2022,2025
9366,"Santa Fe","core","SA","OTROS","seguridad_defensa","chica","sin_directa","reg16_18","6-20adj","5+anios","fund_pre2000","sin_fundamento",6,2020,2025
9367,"Buenos Aires","core","PersFisica","OTROS","administracion","media","mixto","reg16_18","2-5adj","5+anios","pers_fisica","solo_aritmetico",2,2019,2025
9368,"Buenos Aires","core","PersFisica","EQUIPOS","seguridad_defensa","chica","sin_directa","reg19_21","2-5adj","5+anios","pers_fisica","sin_fundamento",3,2021,2025
9369,"Buenos Aires","core","SA","EQUIPOS","infraestructura","grande","mixto","reg16_18","20+adj","5+anios","fund_pre2000","solo_aritmetico",31,2019,2025
9370,"Mendoza","core","SRL","MANT. REPARACION Y","seguridad_defensa","media","mayoria_directa","reg16_18","6-20adj","5+anios","fund_2001_2010","solo_aritmetico",14,2020,2025
9371,"CABA","core","SA","OTROS","cultura_educacion","grande","mayoria_directa","reg19_21","6-20adj","2-4anios","fund_2001_2010","sin_fundamento",9,2020,2023
9372,"CABA","core","SA","OTROS","seguridad_defensa","media","mixto","reg16_18","20+adj","5+anios","fund_pre2000","solo_aritmetico",39,2019,2025
9373,"La Pampa","middle","PersFisica","MANT. REPARACION Y","administracion","media","sin_directa","reg22plus","1adj","1anio","pers_fisica","sin_fundamento",1,2025,2025
9374,"CABA","core","SRL","OTROS","ciencia_universidad","chica","mixto","reg22plus","2-5adj","2-4anios","fund_2017plus","solo_aritmetico",5,2022,2023
9375,"Salta","outer","PersFisica","ALQUILER","administracion","media","mayoria_directa","reg19_21","1adj","1anio","pers_fisica","solo_aritmetico",1,2021,2021
9376,"Chubut","middle","PersFisica","OTROS","seguridad_defensa","chica","sin_directa","reg16_18","2-5adj","5+anios","pers_fisica","sin_fundamento",2,2019,2024
9377,"Jujuy","outer","PersFisica","ALQUILER","salud_social","grande","mayoria_directa","reg19_21","2-5adj","2-4anios","pers_fisica","solo_aritmetico",2,2019,2022
9378,"Buenos Aires","core","SRL","OTROS","seguridad_defensa","chica","mixto","reg16_18","6-20adj","2-4anios","fund_2001_2010","solo_aritmetico",20,2019,2021
9379,"Buenos Aires","core","PersFisica","MANT. REPARACION Y","infraestructura","media","mayoria_directa","reg22plus","1adj","1anio","pers_fisica","solo_aritmetico",1,2025,2025
9380,"Entre Ríos","middle","PersFisica","EQUIPOS","seguridad_defensa","media","sin_directa","reg22plus","1adj","1anio","pers_fisica","sin_fundamento",1,2025,2025
9381,"Tucumán","outer","PersFisica","MANT. REPARACION Y","seguridad_defensa","chica","mayoria_directa","reg16_18","1adj","1anio","pers_fisica","solo_aritmetico",1,2020,2020
9382,"CABA","core","SA","EQUIPOS","seguridad_defensa","grande","mayoria_directa","reg19_21","1adj","1anio","fund_2011_2016","sin_fundamento",1,2020,2020
9383,"Catamarca","outer","SRL","OTROS","infraestructura","chica","mayoria_directa","reg16_18","1adj","1anio","fund_pre2000","solo_aritmetico",1,2019,2019
9384,"CABA","core","SA","SERV. PROFESIONAL ","administracion","grande","sin_directa","reg16_18","1adj","1anio","fund_2001_2010","sin_fundamento",1,2023,2023
9385,"CABA","core","SRL","ELECTRICIDAD Y TEL","seguridad_defensa","chica","mixto","reg16_18","20+adj","2-4anios","fund_2001_2010","solo_aritmetico",26,2019,2021
9386,"Río Negro","middle","OtraForma","EQUIPOS","administracion","chica","sin_directa","reg22plus","2-5adj","2-4anios","fund_2017plus","sin_fundamento",2,2023,2024
9387,"Santa Fe","core","PersFisica","MANT. REPARACION Y","seguridad_defensa","media","sin_directa","reg22plus","2-5adj","2-4anios","pers_fisica","sin_fundamento",3,2024,2025
9388,"Tierra del Fuego","middle","OtraForma","MANT. REPARACION Y","infraestructura","chica","mayoria_directa","reg19_21","2-5adj","5+anios","fund_2017plus","solo_aritmetico",5,2020,2025
9389,"Buenos Aires","core","SRL","SERV. PROFESIONAL ","seguridad_defensa","grande","sin_directa","reg16_18","6-20adj","5+anios","fund_2001_2010","sin_fundamento",13,2021,2025
9390,"Tierra del Fuego","middle","PersFisica","MANT. REPARACION Y","seguridad_defensa","grande","sin_directa","reg16_18","1adj","1anio","pers_fisica","sin_fundamento",1,2019,2019
9391,"CABA","core","SRL","ELECTRICIDAD Y TEL","seguridad_defensa","chica","mayoria_directa","reg16_18","6-20adj","1anio","fund_2011_2016","solo_aritmetico",9,2019,2019
9392,"CABA","core","OtraForma","OTROS","salud_social","chica","mayoria_directa","reg19_21","1adj","1anio","sin_match","solo_aritmetico",1,2019,2019
9393,"Chubut","middle","PersFisica","OTROS","seguridad_defensa","chica","mayoria_directa","reg22plus","1adj","1anio","pers_fisica","solo_aritmetico",1,2025,2025
9394,"Santa Fe","core","OtraForma","ALQUILER","salud_social","media","mayoria_directa","reg16_18","1adj","1anio","sin_match","solo_aritmetico",1,2019,2019
9395,"CABA","core","SRL","LIBRERIA PAP. Y UT","administracion","media","mixto","reg19_21","6-20adj","5+anios","fund_2017plus","solo_aritmetico",7,2021,2025
9396,"Córdoba","core","PersFisica","SERV. PROFESIONAL ","seguridad_defensa","media","mayoria_directa","reg22plus","1adj","1anio","pers_fisica","solo_aritmetico",1,2025,2025
9397,"Córdoba","core","SA","PROD. MEDICO/FARMA","seguridad_defensa","chica","mayoria_directa","reg16_18","6-20adj","5+anios","fund_2011_2016","solo_aritmetico",7,2019,2025
9398,"Buenos Aires","core","SRL","EQUIPOS","ciencia_universidad","media","mayoria_directa","reg16_18","6-20adj","5+anios","fund_pre2000","solo_aritmetico",13,2019,2024
9399,"Salta","outer","PersFisica","MANT. REPARACION Y","seguridad_defensa","chica","mixto","reg16_18","6-20adj","5+anios","pers_fisica","solo_aritmetico",17,2019,2025
9400,"Santiago del Estero","outer","PersFisica","OTROS","seguridad_defensa","chica","mayoria_directa","reg22plus","20+adj","2-4anios","pers_fisica","solo_aritmetico",27,2023,2025
9401,"CABA","core","SA","OTROS","seguridad_defensa","grande","sin_directa","reg19_21","2-5adj","1anio","fund_2001_2010","sin_fundamento",2,2025,2025
9402,"CABA","core","SA","LIBRERIA PAP. Y UT","seguridad_defensa","media","mixto","reg19_21","6-20adj","2-4anios","fund_2011_2016","solo_aritmetico",10,2021,2023
9403,"Mendoza","core","PersFisica","MANT. REPARACION Y","administracion","chica","mayoria_directa","reg16_18","20+adj","5+anios","pers_fisica","solo_aritmetico",33,2021,2025
9404,"Buenos Aires","core","PersFisica","OTROS","seguridad_defensa","chica","mixto","reg16_18","20+adj","5+anios","pers_fisica","solo_aritmetico",828,2019,2025
9405,"Santa Fe","core","PersFisica","MANT. REPARACION Y","seguridad_defensa","media","sin_directa","reg16_18","1adj","1anio","pers_fisica","sin_fundamento",1,2025,2025
9406,"Buenos Aires","core","PersFisica","ALQUILER","administracion","chica","mayoria_directa","reg16_18","1adj","1anio","pers_fisica","consagrado",1,2021,2021
9407,"Córdoba","core","SA","MANT. REPARACION Y","seguridad_defensa","chica","sin_directa","reg19_21","1adj","1anio","fund_2011_2016","sin_fundamento",1,2020,2020
9408,"Santa Fe","core","SRL","ALIMENTOS","salud_social","grande","mixto","reg16_18","6-20adj","5+anios","fund_pre2000","solo_aritmetico",15,2019,2023
9409,"Corrientes","outer","PersFisica","OTROS","seguridad_defensa","media","mixto","reg19_21","2-5adj","1anio","pers_fisica","solo_aritmetico",2,2021,2021
9410,"CABA","core","PersFisica","ALIMENTOS","seguridad_defensa","chica","mixto","reg19_21","20+adj","2-4anios","pers_fisica","solo_aritmetico",540,2022,2025
9411,"Mendoza","core","PersFisica","OTROS","seguridad_defensa","chica","mayoria_directa","reg16_18","2-5adj","2-4anios","pers_fisica","solo_aritmetico",3,2019,2021
9412,"Neuquén","middle","PersFisica","SERV. PROFESIONAL ","infraestructura","media","mayoria_directa","reg16_18","2-5adj","5+anios","pers_fisica","solo_aritmetico",3,2019,2024
9413,"San Luis","middle","SRL","ALQUILER","salud_social","media","mayoria_directa","reg19_21","2-5adj","2-4anios","fund_2011_2016","solo_aritmetico",2,2022,2024
9414,"CABA","core","SRL","SERV. PROFESIONAL ","administracion","chica","mayoria_directa","reg16_18","1adj","1anio","fund_2011_2016","solo_aritmetico",1,2019,2019
9415,"CABA","core","OtraForma","SERV. PROFESIONAL ","administracion","media","mayoria_directa","reg22plus","1adj","1anio","fund_2001_2010","consagrado",1,2025,2025
9416,"CABA","core","PersFisica","LIBRERIA PAP. Y UT","seguridad_defensa","chica","mixto","reg22plus","6-20adj","1anio","pers_fisica","solo_aritmetico",12,2025,2025
9417,"CABA","core","SRL","SERV. PROFESIONAL ","seguridad_defensa","grande","sin_directa","reg16_18","2-5adj","2-4anios","fund_2017plus","sin_fundamento",5,2019,2022
9418,"CABA","core","SRL","OTROS","seguridad_defensa","media","mixto","reg19_21","20+adj","5+anios","fund_pre2000","solo_aritmetico",58,2020,2025
9419,"Córdoba","core","SA","ELECTRICIDAD Y TEL","ciencia_universidad","media","mixto","reg16_18","2-5adj","2-4anios","fund_pre2000","solo_aritmetico",2,2022,2025
9420,"Neuquén","middle","SA","MANT. REPARACION Y","infraestructura","chica","mayoria_directa","reg19_21","2-5adj","1anio","fund_pre2000","solo_aritmetico",3,2021,2021
9421,"Salta","outer","SRL","ALIMENTOS","seguridad_defensa","media","mayoria_directa","reg16_18","2-5adj","2-4anios","fund_pre2000","solo_aritmetico",3,2020,2022
9422,"Río Negro","middle","PersFisica","ALQUILER","salud_social","media","mayoria_directa","reg16_18","2-5adj","5+anios","pers_fisica","consagrado",3,2019,2025
9424,"Buenos Aires","core","PersFisica","ALIMENTOS","seguridad_defensa","media","mayoria_directa","reg16_18","2-5adj","2-4anios","pers_fisica","solo_aritmetico",4,2019,2020
9425,"Jujuy","outer","OtraForma","MANT. REPARACION Y","infraestructura","media","mayoria_directa","reg22plus","1adj","1anio","sin_match","solo_aritmetico",1,2023,2023
9426,"Catamarca","outer","PersFisica","OTROS","infraestructura","media","mayoria_directa","reg19_21","1adj","1anio","pers_fisica","solo_aritmetico",1,2019,2019
9427,"Santa Fe","core","PersFisica","ALIMENTOS","seguridad_defensa","media","sin_directa","reg22plus","1adj","1anio","pers_fisica","sin_fundamento",1,2025,2025
9428,"Buenos Aires","core","SRL","OTROS","salud_social","grande","sin_directa","reg22plus","2-5adj","1anio","fund_2017plus","sin_fundamento",2,2024,2024
9429,"CABA","core","SRL","EQUIPOS","cultura_educacion","grande","mayoria_directa","reg19_21","1adj","1anio","fund_pre2000","consagrado",1,2023,2023
9430,"Córdoba","core","PersFisica","MANT. REPARACION Y","administracion","chica","mayoria_directa","reg22plus","2-5adj","2-4anios","pers_fisica","solo_aritmetico",2,2024,2025
9431,"Chubut","middle","OtraForma","MANT. REPARACION Y","infraestructura","grande","mayoria_directa","reg19_21","2-5adj","2-4anios","sin_match","solo_aritmetico",2,2021,2023
9432,"Mendoza","core","SRL","ELECTRICIDAD Y TEL","administracion","chica","mayoria_directa","reg16_18","2-5adj","2-4anios","fund_pre2000","solo_aritmetico",2,2022,2025
9433,"CABA","core","OtraForma","SERV. PROFESIONAL ","administracion","grande","mayoria_directa","reg16_18","6-20adj","2-4anios","sin_match","solo_aritmetico",8,2021,2023
9434,"Entre Ríos","middle","OtraForma","SERV. PROFESIONAL ","administracion","chica","mayoria_directa","reg19_21","2-5adj","5+anios","sin_match","solo_aritmetico",4,2019,2025
9435,"CABA","core","SA","OTROS","ciencia_universidad","chica","mixto","reg16_18","20+adj","5+anios","fund_pre2000","consagrado",299,2019,2025
9436,"CABA","core","SA","SERV. PROFESIONAL ","salud_social","grande","mayoria_directa","reg16_18","1adj","1anio","fund_2001_2010","solo_aritmetico",1,2019,2019
9437,"CABA","core","SRL","MANT. REPARACION Y","administracion","grande","sin_directa","reg19_21","6-20adj","2-4anios","fund_2017plus","sin_fundamento",8,2022,2024
9438,"CABA","core","SA","SERV. PROFESIONAL ","infraestructura","grande","sin_directa","reg22plus","2-5adj","2-4anios","fund_2017plus","sin_fundamento",5,2023,2025
9439,"Córdoba","core","PersFisica","SERV. PROFESIONAL ","seguridad_defensa","media","mayoria_directa","reg19_21","1adj","1anio","pers_fisica","solo_aritmetico",1,2019,2019
9440,"CABA","core","SA","MANT. REPARACION Y","seguridad_defensa","grande","mixto","reg16_18","20+adj","5+anios","fund_pre2000","consagrado",31,2019,2025
9441,"CABA","core","SA","OTROS","salud_social","grande","sin_directa","reg19_21","1adj","1anio","fund_2017plus","sin_fundamento",1,2020,2020
9442,"Buenos Aires","core","PersFisica","EQUIPOS","infraestructura","media","sin_directa","reg16_18","1adj","1anio","pers_fisica","sin_fundamento",1,2021,2021
9443,"CABA","core","SRL","SERV. PROFESIONAL ","administracion","grande","mixto","reg16_18","6-20adj","5+anios","fund_2011_2016","solo_aritmetico",11,2019,2024
9444,"CABA","core","PersFisica","SERV. PROFESIONAL ","administracion","media","mayoria_directa","reg19_21","2-5adj","2-4anios","pers_fisica","consagrado",2,2020,2021
9445,"CABA","core","PersFisica","SERV. PROFESIONAL ","administracion","media","mayoria_directa","reg16_18","2-5adj","2-4anios","pers_fisica","consagrado",3,2019,2021
9446,"CABA","core","SA","SERV. PROFESIONAL ","administracion","grande","sin_directa","reg16_18","1adj","1anio","fund_2001_2010","sin_fundamento",1,2019,2019
9447,"Buenos Aires","core","PersFisica","MANT. REPARACION Y","seguridad_defensa","media","sin_directa","reg22plus","2-5adj","2-4anios","pers_fisica","sin_fundamento",4,2024,2025
9448,"Tierra del Fuego","middle","PersFisica","MANT. REPARACION Y","infraestructura","grande","mixto","reg16_18","2-5adj","5+anios","pers_fisica","solo_aritmetico",4,2021,2025
9449,"CABA","core","SRL","ALQUILER","administracion","grande","mayoria_directa","reg16_18","2-5adj","2-4anios","fund_pre2000","solo_aritmetico",3,2019,2022
9450,"CABA","core","SA","MANT. REPARACION Y","seguridad_defensa","grande","sin_directa","reg16_18","2-5adj","2-4anios","fund_2011_2016","sin_fundamento",2,2020,2021
9451,"Jujuy","outer","PersFisica","SERV. PROFESIONAL ","seguridad_defensa","media","sin_directa","reg22plus","2-5adj","1anio","pers_fisica","sin_fundamento",3,2025,2025
9452,"Buenos Aires","core","SRL","OTROS","seguridad_defensa","grande","sin_directa","reg16_18","6-20adj","2-4anios","fund_2011_2016","sin_fundamento",14,2023,2025
9453,"CABA","core","SRL","MANT. REPARACION Y","seguridad_defensa","chica","mixto","reg16_18","6-20adj","1anio","fund_pre2000","solo_aritmetico",10,2025,2025
9454,"CABA","core","PersFisica","SERV. PROFESIONAL ","administracion","sin_ars","mayoria_directa","reg16_18","1adj","1anio","pers_fisica","consagrado",1,2019,2019
9455,"Buenos Aires","core","OtraForma","OTROS","cultura_educacion","media","sin_directa","reg19_21","1adj","1anio","fund_2017plus","sin_fundamento",1,2022,2022
9456,"Chaco","outer","SRL","MANT. REPARACION Y","infraestructura","grande","sin_directa","reg22plus","2-5adj","1anio","fund_pre2000","sin_fundamento",3,2025,2025
9457,"Buenos Aires","core","PersFisica","ALQUILER","administracion","grande","mayoria_directa","reg16_18","2-5adj","5+anios","pers_fisica","solo_aritmetico",2,2019,2023
9458,"Buenos Aires","core","SA","EQUIPOS","seguridad_defensa","grande","mixto","reg16_18","6-20adj","5+anios","fund_2001_2010","solo_aritmetico",14,2019,2024
9459,"Tucumán","outer","PersFisica","MANT. REPARACION Y","infraestructura","media","mayoria_directa","reg16_18","6-20adj","2-4anios","pers_fisica","solo_aritmetico",8,2019,2022
9460,"CABA","core","PersFisica","LIBRERIA PAP. Y UT","cultura_educacion","media","mayoria_directa","reg16_18","1adj","1anio","pers_fisica","consagrado",1,2023,2023
9461,"Santa Fe","core","SA","OTROS","infraestructura","grande","sin_directa","reg16_18","2-5adj","5+anios","fund_pre2000","sin_fundamento",2,2021,2025
9462,"Chaco","outer","PersFisica","ALQUILER","seguridad_defensa","media","mayoria_directa","reg22plus","2-5adj","1anio","pers_fisica","solo_aritmetico",2,2025,2025
9463,"Corrientes","outer","PersFisica","EQUIPOS","infraestructura","chica","mayoria_directa","reg16_18","6-20adj","5+anios","pers_fisica","solo_aritmetico",8,2019,2023
9464,"CABA","core","SA","MANT. REPARACION Y","seguridad_defensa","grande","sin_directa","reg16_18","6-20adj","5+anios","fund_2011_2016","sin_fundamento",14,2019,2025
9465,"CABA","core","SA","SERV. PROFESIONAL ","infraestructura","grande","mayoria_directa","reg16_18","1adj","1anio","fund_pre2000","solo_aritmetico",1,2020,2020
9466,"Catamarca","outer","SRL","MANT. REPARACION Y","infraestructura","media","mayoria_directa","reg16_18","2-5adj","1anio","fund_pre2000","solo_aritmetico",3,2020,2020
9467,"CABA","core","PersFisica","LIBRERIA PAP. Y UT","seguridad_defensa","chica","mayoria_directa","reg19_21","6-20adj","2-4anios","pers_fisica","solo_aritmetico",13,2022,2023
9468,"Entre Ríos","middle","PersFisica","OTROS","seguridad_defensa","media","sin_directa","reg22plus","1adj","1anio","pers_fisica","sin_fundamento",1,2025,2025
9469,"CABA","core","SA","SERV. PROFESIONAL ","seguridad_defensa","grande","mayoria_directa","reg16_18","6-20adj","5+anios","fund_pre2000","consagrado",8,2019,2023
9470,"Salta","outer","PersFisica","OTROS","cultura_educacion","grande","mayoria_directa","reg19_21","1adj","1anio","pers_fisica","consagrado",1,2021,2021
9471,"Buenos Aires","core","PersFisica","MANT. REPARACION Y","cultura_educacion","media","mayoria_directa","reg22plus","2-5adj","1anio","pers_fisica","solo_aritmetico",2,2025,2025
9472,"Buenos Aires","core","SA","SERV. PROFESIONAL ","salud_social","media","mayoria_directa","reg16_18","1adj","1anio","fund_pre2000","solo_aritmetico",1,2020,2020
9473,"Buenos Aires","core","SRL","OTROS","seguridad_defensa","chica","mixto","reg16_18","6-20adj","2-4anios","fund_pre2000","consagrado",9,2019,2021
9474,"Buenos Aires","core","PersFisica","SERV. PROFESIONAL ","ciencia_universidad","grande","sin_directa","reg16_18","1adj","1anio","pers_fisica","sin_fundamento",1,2019,2019
9475,"CABA","core","SRL","MANT. REPARACION Y","salud_social","chica","mayoria_directa","reg16_18","6-20adj","2-4anios","fund_2011_2016","consagrado",17,2019,2022
9476,"Mendoza","core","PersFisica","MANT. REPARACION Y","seguridad_defensa","grande","mixto","reg16_18","2-5adj","2-4anios","pers_fisica","solo_aritmetico",2,2019,2020
9477,"CABA","core","PersFisica","ALQUILER","administracion","grande","mayoria_directa","reg16_18","2-5adj","5+anios","pers_fisica","solo_aritmetico",2,2021,2025
9478,"Salta","outer","PersFisica","MANT. REPARACION Y","seguridad_defensa","chica","mayoria_directa","reg16_18","1adj","1anio","pers_fisica","solo_aritmetico",1,2019,2019
9479,"Buenos Aires","core","SA","OTROS","seguridad_defensa","media","mixto","reg16_18","20+adj","5+anios","fund_2001_2010","consagrado",46,2019,2025
9480,"Chaco","outer","SRL","MANT. REPARACION Y","seguridad_defensa","media","sin_directa","reg16_18","6-20adj","2-4anios","fund_2011_2016","sin_fundamento",10,2019,2022
9481,"CABA","core","PersFisica","OTROS","administracion","chica","mixto","reg22plus","2-5adj","1anio","pers_fisica","solo_aritmetico",2,2023,2023
9482,"La Pampa","middle","OtraForma","MANT. REPARACION Y","infraestructura","grande","mayoria_directa","reg19_21","1adj","1anio","sin_match","solo_aritmetico",1,2021,2021
9483,"CABA","core","OtraForma","ALIMENTOS","seguridad_defensa","media","mixto","reg16_18","20+adj","2-4anios","fund_2017plus","consagrado",45,2019,2021
9484,"CABA","core","SRL","SERV. PROFESIONAL ","salud_social","grande","sin_directa","reg16_18","2-5adj","2-4anios","fund_2017plus","sin_fundamento",3,2022,2025
9485,"CABA","core","OtraForma","ALQUILER","salud_social","grande","mayoria_directa","reg22plus","1adj","1anio","sin_match","solo_aritmetico",1,2023,2023
9486,"Córdoba","core","PersFisica","LIBRERIA PAP. Y UT","cultura_educacion","grande","mayoria_directa","reg19_21","2-5adj","2-4anios","pers_fisica","consagrado",3,2021,2022
9487,"La Rioja","outer","PersFisica","OTROS","infraestructura","grande","mixto","reg16_18","2-5adj","1anio","pers_fisica","solo_aritmetico",2,2021,2021
9488,"Buenos Aires","core","OtraForma","OTROS","salud_social","media","mayoria_directa","reg16_18","1adj","1anio","fund_2011_2016","consagrado",1,2019,2019
9489,"CABA","core","SRL","OTROS","salud_social","media","mayoria_directa","reg16_18","20+adj","5+anios","fund_pre2000","consagrado",49,2019,2025
9490,"Misiones","outer","PersFisica","MANT. REPARACION Y","infraestructura","grande","sin_directa","reg16_18","2-5adj","2-4anios","pers_fisica","sin_fundamento",2,2019,2020
9491,"Santa Fe","core","PersFisica","SERV. PROFESIONAL ","infraestructura","grande","sin_directa","reg22plus","1adj","1anio","pers_fisica","sin_fundamento",1,2025,2025
9492,"Buenos Aires","core","SA","OTROS","seguridad_defensa","media","mixto","reg16_18","20+adj","5+anios","fund_2001_2010","solo_aritmetico",71,2019,2025
9493,"Corrientes","outer","SA","OTROS","seguridad_defensa","chica","mayoria_directa","reg16_18","6-20adj","5+anios","fund_pre2000","solo_aritmetico",11,2021,2025
9494,"Buenos Aires","core","PersFisica","ALQUILER","salud_social","media","mayoria_directa","reg19_21","1adj","1anio","pers_fisica","solo_aritmetico",1,2023,2023
9495,"Mendoza","core","SRL","OTROS","seguridad_defensa","chica","sin_directa","reg19_21","1adj","1anio","fund_2017plus","sin_fundamento",1,2020,2020
9496,"CABA","core","SRL","MANT. REPARACION Y","seguridad_defensa","media","mixto","reg16_18","6-20adj","5+anios","fund_2001_2010","solo_aritmetico",20,2019,2025
9497,"CABA","core","SRL","OTROS","seguridad_defensa","grande","sin_directa","reg16_18","6-20adj","5+anios","fund_pre2000","sin_fundamento",12,2020,2024
9498,"Buenos Aires","core","PersFisica","ALIMENTOS","seguridad_defensa","media","sin_directa","reg16_18","1adj","1anio","pers_fisica","sin_fundamento",1,2019,2019
9499,"Córdoba","core","OtraForma","MANT. REPARACION Y","ciencia_universidad","grande","sin_directa","reg16_18","2-5adj","2-4anios","fund_2001_2010","sin_fundamento",4,2020,2023
9500,"Buenos Aires","core","SA","OTROS","cultura_educacion","grande","sin_directa","reg19_21","1adj","1anio","fund_pre2000","sin_fundamento",1,2023,2023
9501,"CABA","core","PersFisica","ALIMENTOS","administracion","media","sin_directa","reg22plus","2-5adj","1anio","pers_fisica","sin_fundamento",2,2022,2022
9502,"Misiones","outer","PersFisica","OTROS","seguridad_defensa","chica","mayoria_directa","reg19_21","1adj","1anio","pers_fisica","solo_aritmetico",1,2024,2024
9503,"Buenos Aires","core","PersFisica","ALIMENTOS","seguridad_defensa","media","sin_directa","reg16_18","2-5adj","2-4anios","pers_fisica","sin_fundamento",3,2020,2021
9504,"Río Negro","middle","PersFisica","MANT. REPARACION Y","infraestructura","chica","mayoria_directa","reg19_21","1adj","1anio","pers_fisica","solo_aritmetico",1,2021,2021
9505,"Buenos Aires","core","PersFisica","ALIMENTOS","salud_social","grande","sin_directa","reg19_21","1adj","1anio","pers_fisica","sin_fundamento",1,2021,2021
9506,"Buenos Aires","core","PersFisica","ALIMENTOS","seguridad_defensa","chica","sin_directa","reg19_21","2-5adj","2-4anios","pers_fisica","sin_fundamento",2,2021,2022
